uni_0,uni_1,value
ICDAS_1,Q1,0.85
ICDAS_1,Q2,0.6
ICDAS_1,Q3,0.85
ICDAS_1,Q4,0.85
ICDAS_2,Q1,0.85
ICDAS_2,Q2,0.6
ICDAS_2,Q3,0.85
ICDAS_2,Q4,0.85
ICDAS_3,Q1,0.85
ICDAS_3,Q2,0.6
ICDAS_3,Q3,0.85
ICDAS_3,Q4,0.85
CENAL_1,Q1,0.85
CENAL_1,Q2,0.6
CENAL_1,Q3,0.85
CENAL_1,Q4,0.85
CENAL_2,Q1,0.85
CENAL_2,Q2,0.6
CENAL_2,Q3,0.85
CENAL_2,Q4,0.85
COLAKOGLU_2,Q1,0.85
COLAKOGLU_2,Q2,0.6
COLAKOGLU_2,Q3,0.85
COLAKOGLU_2,Q4,0.85
HUNUTLU_1,Q1,0.85
HUNUTLU_1,Q2,0.6
HUNUTLU_1,Q3,0.85
HUNUTLU_1,Q4,0.85
HUNUTLU_2,Q1,0.85
HUNUTLU_2,Q2,0.6
HUNUTLU_2,Q3,0.85
HUNUTLU_2,Q4,0.85
ISKEN_SUGOZU_1,Q1,0.85
ISKEN_SUGOZU_1,Q2,0.6
ISKEN_SUGOZU_1,Q3,0.85
ISKEN_SUGOZU_1,Q4,0.85
ISKEN_SUGOZU_2,Q1,0.85
ISKEN_SUGOZU_2,Q2,0.6
ISKEN_SUGOZU_2,Q3,0.85
ISKEN_SUGOZU_2,Q4,0.85
IZDEMIR,Q1,0.85
IZDEMIR,Q2,0.6
IZDEMIR,Q3,0.85
IZDEMIR,Q4,0.85
SouthEast_Agg_ImpCoal,Q1,0.85
SouthEast_Agg_ImpCoal,Q2,0.6
SouthEast_Agg_ImpCoal,Q3,0.85
SouthEast_Agg_ImpCoal,Q4,0.85
ZETES_1_EREN,Q1,0.85
ZETES_1_EREN,Q2,0.6
ZETES_1_EREN,Q3,0.85
ZETES_1_EREN,Q4,0.85
ZETES_2_1_EREN,Q1,0.85
ZETES_2_1_EREN,Q2,0.6
ZETES_2_1_EREN,Q3,0.85
ZETES_2_1_EREN,Q4,0.85
ZETES_2_2_EREN,Q1,0.85
ZETES_2_2_EREN,Q2,0.6
ZETES_2_2_EREN,Q3,0.85
ZETES_2_2_EREN,Q4,0.85
ZETES_3_1_EREN,Q1,0.85
ZETES_3_1_EREN,Q2,0.6
ZETES_3_1_EREN,Q3,0.85
ZETES_3_1_EREN,Q4,0.85
ZETES_3_2_EREN,Q1,0.85
ZETES_3_2_EREN,Q2,0.6
ZETES_3_2_EREN,Q3,0.85
ZETES_3_2_EREN,Q4,0.85
ALBAYRAK,Q1,0.85
ALBAYRAK,Q2,0.6
ALBAYRAK,Q3,0.85
ALBAYRAK,Q4,0.85
CAYCUMA,Q1,0.85
CAYCUMA,Q2,0.6
CAYCUMA,Q3,0.85
CAYCUMA,Q4,0.85
WestAna_AGG_Liquids,Q1,0.3279830395485481
WestAna_AGG_Liquids,Q2,0.3922284984444884
WestAna_AGG_Liquids,Q3,0.3831635485103826
WestAna_AGG_Liquids,Q4,0.3582956455008159
EastMed_AGG_Liquids,Q1,0.3279830395485481
EastMed_AGG_Liquids,Q2,0.3922284984444884
EastMed_AGG_Liquids,Q3,0.3831635485103826
EastMed_AGG_Liquids,Q4,0.3582956455008159
EastAna_AGG_Liquids,Q1,0.3279830395485481
EastAna_AGG_Liquids,Q2,0.3922284984444884
EastAna_AGG_Liquids,Q3,0.3831635485103826
EastAna_AGG_Liquids,Q4,0.3582956455008159
SouthEast_AGG_Liquids,Q1,0.3279830395485481
SouthEast_AGG_Liquids,Q2,0.3922284984444884
SouthEast_AGG_Liquids,Q3,0.3831635485103826
SouthEast_AGG_Liquids,Q4,0.3582956455008159
NorthWest_AGG_Liquids,Q1,0.3279830395485481
NorthWest_AGG_Liquids,Q2,0.3922284984444884
NorthWest_AGG_Liquids,Q3,0.3831635485103826
NorthWest_AGG_Liquids,Q4,0.3582956455008159
CenterAna_AGG_Liquids,Q1,0.4431726678821027
CenterAna_AGG_Liquids,Q2,0.4175722959052493
CenterAna_AGG_Liquids,Q3,0.4251923683497813
CenterAna_AGG_Liquids,Q4,0.4605226870384315
CCGT_CCS_ANATOLIA,Q1,0.85
CCGT_CCS_ANATOLIA,Q2,0.85
CCGT_CCS_ANATOLIA,Q3,0.85
CCGT_CCS_ANATOLIA,Q4,0.85
CCGT_CCS_TRAKYA,Q1,0.85
CCGT_CCS_TRAKYA,Q2,0.85
CCGT_CCS_TRAKYA,Q3,0.85
CCGT_CCS_TRAKYA,Q4,0.85
COAL_CCS_ANATOLIA,Q1,0.85
COAL_CCS_ANATOLIA,Q2,0.85
COAL_CCS_ANATOLIA,Q3,0.85
COAL_CCS_ANATOLIA,Q4,0.85
COAL_CCS_TRAKYA,Q1,0.85
COAL_CCS_TRAKYA,Q2,0.85
COAL_CCS_TRAKYA,Q3,0.85
COAL_CCS_TRAKYA,Q4,0.85
Generic_Gas_CCGT_H2,Q1,1.0
Generic_Gas_CCGT_H2,Q2,1.0
Generic_Gas_CCGT_H2,Q3,1.0
Generic_Gas_CCGT_H2,Q4,1.0
Generic_Gas_OCGT_H2,Q1,1.0
Generic_Gas_OCGT_H2,Q2,1.0
Generic_Gas_OCGT_H2,Q3,1.0
Generic_Gas_OCGT_H2,Q4,1.0
WestAna_Agg_Geo,Q1,0.81
WestAna_Agg_Geo,Q2,0.75
WestAna_Agg_Geo,Q3,0.65
WestAna_Agg_Geo,Q4,0.75
WestMed_Agg_Geo,Q1,0.76
WestMed_Agg_Geo,Q2,0.7
WestMed_Agg_Geo,Q3,0.6
WestMed_Agg_Geo,Q4,0.7
Geo_WestAna,Q1,0.81
Geo_WestAna,Q2,0.75
Geo_WestAna,Q3,0.65
Geo_WestAna,Q4,0.75
Geo_NorthWest,Q1,0.76
Geo_NorthWest,Q2,0.7
Geo_NorthWest,Q3,0.6
Geo_NorthWest,Q4,0.7
Geo_Candidate_WestMed,Q1,0.76
Geo_Candidate_WestMed,Q2,0.7
Geo_Candidate_WestMed,Q3,0.6
Geo_Candidate_WestMed,Q4,0.7
Geo_Candidate_WestAna,Q1,0.81
Geo_Candidate_WestAna,Q2,0.75
Geo_Candidate_WestAna,Q3,0.65
Geo_Candidate_WestAna,Q4,0.75
Geo_Candidate_CenterAna,Q1,0.76
Geo_Candidate_CenterAna,Q2,0.7
Geo_Candidate_CenterAna,Q3,0.6
Geo_Candidate_CenterAna,Q4,0.7
WestMed_Agg_Biomass,Q1,0.55455
WestMed_Agg_Biomass,Q2,0.4746
WestMed_Agg_Biomass,Q3,0.578363
WestMed_Agg_Biomass,Q4,0.558626
WestAna_Agg_Biomass,Q1,0.529233
WestAna_Agg_Biomass,Q2,0.512785
WestAna_Agg_Biomass,Q3,0.492788
WestAna_Agg_Biomass,Q4,0.539762
EastMed_Agg_Biomass,Q1,0.38361
EastMed_Agg_Biomass,Q2,0.465505
EastMed_Agg_Biomass,Q3,0.485794
EastMed_Agg_Biomass,Q4,0.456282
EastAna_Agg_Biomass,Q1,0.180269
EastAna_Agg_Biomass,Q2,0.177355
EastAna_Agg_Biomass,Q3,0.229544
EastAna_Agg_Biomass,Q4,0.210785
SouthEast_Agg_Biomass,Q1,0.446806
SouthEast_Agg_Biomass,Q2,0.436259
SouthEast_Agg_Biomass,Q3,0.468916
SouthEast_Agg_Biomass,Q4,0.493385
NorthWest_Agg_Biomass,Q1,0.542251
NorthWest_Agg_Biomass,Q2,0.503864
NorthWest_Agg_Biomass,Q3,0.454091
NorthWest_Agg_Biomass,Q4,0.461018
CenterAna_Agg_Biomass,Q1,0.473141
CenterAna_Agg_Biomass,Q2,0.454266
CenterAna_Agg_Biomass,Q3,0.460655
CenterAna_Agg_Biomass,Q4,0.451631
CenterBlack_Agg_Biomass,Q1,0.560292
CenterBlack_Agg_Biomass,Q2,0.516897
CenterBlack_Agg_Biomass,Q3,0.52414
CenterBlack_Agg_Biomass,Q4,0.504137
Trakia_Agg_Biomass,Q1,0.544206
Trakia_Agg_Biomass,Q2,0.578368
Trakia_Agg_Biomass,Q3,0.528649
Trakia_Agg_Biomass,Q4,0.567343
CenterAna_Agg_Biomass_Com,Q1,0.473141
CenterAna_Agg_Biomass_Com,Q2,0.454266
CenterAna_Agg_Biomass_Com,Q3,0.460655
CenterAna_Agg_Biomass_Com,Q4,0.451631
WestMed_Agg_Biomass_Com,Q1,0.55455
WestMed_Agg_Biomass_Com,Q2,0.4746
WestMed_Agg_Biomass_Com,Q3,0.578363
WestMed_Agg_Biomass_Com,Q4,0.558626
WestAna_Agg_Biomass_Com,Q1,0.529233
WestAna_Agg_Biomass_Com,Q2,0.512785
WestAna_Agg_Biomass_Com,Q3,0.492788
WestAna_Agg_Biomass_Com,Q4,0.539762
NorthWest_Agg_Biomass_Com,Q1,0.542251
NorthWest_Agg_Biomass_Com,Q2,0.503864
NorthWest_Agg_Biomass_Com,Q3,0.454091
NorthWest_Agg_Biomass_Com,Q4,0.461018
SouthEast_Agg_Biomass_Com,Q1,0.446806
SouthEast_Agg_Biomass_Com,Q2,0.436259
SouthEast_Agg_Biomass_Com,Q3,0.468916
SouthEast_Agg_Biomass_Com,Q4,0.493385
CenterBlack_Agg_Biomass_Com,Q1,0.560292
CenterBlack_Agg_Biomass_Com,Q2,0.516897
CenterBlack_Agg_Biomass_Com,Q3,0.52414
CenterBlack_Agg_Biomass_Com,Q4,0.504137
EastAna_Agg_Biomass_Com,Q1,0.180269
EastAna_Agg_Biomass_Com,Q2,0.177355
EastAna_Agg_Biomass_Com,Q3,0.229544
EastAna_Agg_Biomass_Com,Q4,0.210785
EastMed_Agg_Biomass_Com,Q1,0.38361
EastMed_Agg_Biomass_Com,Q2,0.465505
EastMed_Agg_Biomass_Com,Q3,0.485794
EastMed_Agg_Biomass_Com,Q4,0.456282
Trakia_Agg_Biomass_Com,Q1,0.544206
Trakia_Agg_Biomass_Com,Q2,0.578368
Trakia_Agg_Biomass_Com,Q3,0.528649
Trakia_Agg_Biomass_Com,Q4,0.567343
CenterAna_Agg_Biomass_Cand,Q1,0.473141
CenterAna_Agg_Biomass_Cand,Q2,0.454266
CenterAna_Agg_Biomass_Cand,Q3,0.460655
CenterAna_Agg_Biomass_Cand,Q4,0.451631
WestMed_Agg_Biomass_Cand,Q1,0.55455
WestMed_Agg_Biomass_Cand,Q2,0.4746
WestMed_Agg_Biomass_Cand,Q3,0.578363
WestMed_Agg_Biomass_Cand,Q4,0.558626
WestAna_Agg_Biomass_Cand,Q1,0.529233
WestAna_Agg_Biomass_Cand,Q2,0.512785
WestAna_Agg_Biomass_Cand,Q3,0.492788
WestAna_Agg_Biomass_Cand,Q4,0.539762
NorthWest_Agg_Biomass_Cand,Q1,0.542251
NorthWest_Agg_Biomass_Cand,Q2,0.503864
NorthWest_Agg_Biomass_Cand,Q3,0.454091
NorthWest_Agg_Biomass_Cand,Q4,0.461018
SouthEast_Agg_Biomass_Cand,Q1,0.446806
SouthEast_Agg_Biomass_Cand,Q2,0.436259
SouthEast_Agg_Biomass_Cand,Q3,0.468916
SouthEast_Agg_Biomass_Cand,Q4,0.493385
CenterBlack_Agg_Biomass_Cand,Q1,0.560292
CenterBlack_Agg_Biomass_Cand,Q2,0.516897
CenterBlack_Agg_Biomass_Cand,Q3,0.52414
CenterBlack_Agg_Biomass_Cand,Q4,0.504137
EastAna_Agg_Biomass_Cand,Q1,0.180269
EastAna_Agg_Biomass_Cand,Q2,0.177355
EastAna_Agg_Biomass_Cand,Q3,0.229544
EastAna_Agg_Biomass_Cand,Q4,0.210785
EastMed_Agg_Biomass_Cand,Q1,0.38361
EastMed_Agg_Biomass_Cand,Q2,0.465505
EastMed_Agg_Biomass_Cand,Q3,0.485794
EastMed_Agg_Biomass_Cand,Q4,0.456282
Trakia_Agg_Biomass_Cand,Q1,0.544206
Trakia_Agg_Biomass_Cand,Q2,0.578368
Trakia_Agg_Biomass_Cand,Q3,0.528649
Trakia_Agg_Biomass_Cand,Q4,0.567343
WestAna_AGG_Dam,Q1,0.1073099238274508
WestAna_AGG_Dam,Q2,0.1596419256719903
WestAna_AGG_Dam,Q3,0.1862075199336152
WestAna_AGG_Dam,Q4,0.0081672700074829
WestMed_AGG_Dam,Q1,0.2294767051938032
WestMed_AGG_Dam,Q2,0.1879174395563169
WestMed_AGG_Dam,Q3,0.1533613491376133
WestMed_AGG_Dam,Q4,0.1324353136915318
EastMed_AGG_Dam,Q1,0.2539478494692807
EastMed_AGG_Dam,Q2,0.2737898735521578
EastMed_AGG_Dam,Q3,0.2416581956297513
EastMed_AGG_Dam,Q4,0.1475583960423028
EastAna_AGG_Dam,Q1,0.2102612935915841
EastAna_AGG_Dam,Q2,0.4162352492334887
EastAna_AGG_Dam,Q3,0.2586019605047304
EastAna_AGG_Dam,Q4,0.1864164959866655
SouthEast_AGG_Dam,Q1,0.2791496479410626
SouthEast_AGG_Dam,Q2,0.2785244561408345
SouthEast_AGG_Dam,Q3,0.2580245511575499
SouthEast_AGG_Dam,Q4,0.2246837652707925
NorthWest_AGG_Dam,Q1,0.3661989327113373
NorthWest_AGG_Dam,Q2,0.3835806080876054
NorthWest_AGG_Dam,Q3,0.2164605895030997
NorthWest_AGG_Dam,Q4,0.1877067686117359
CenterAna_AGG_Dam,Q1,0.1578784123996335
CenterAna_AGG_Dam,Q2,0.1739227069209271
CenterAna_AGG_Dam,Q3,0.1653835184725005
CenterAna_AGG_Dam,Q4,0.0855574007997582
CenterBlack_AGG_Dam,Q1,0.1484460974835776
CenterBlack_AGG_Dam,Q2,0.2094517404399004
CenterBlack_AGG_Dam,Q3,0.1950563059212178
CenterBlack_AGG_Dam,Q4,0.1162318115816672
WestAna_AGG_ROR,Q1,1.0
WestAna_AGG_ROR,Q2,1.0
WestAna_AGG_ROR,Q3,1.0
WestAna_AGG_ROR,Q4,1.0
WestMed_AGG_ROR,Q1,1.0
WestMed_AGG_ROR,Q2,1.0
WestMed_AGG_ROR,Q3,1.0
WestMed_AGG_ROR,Q4,1.0
EastMed_AGG_ROR,Q1,1.0
EastMed_AGG_ROR,Q2,1.0
EastMed_AGG_ROR,Q3,1.0
EastMed_AGG_ROR,Q4,1.0
EastAna_AGG_ROR,Q1,1.0
EastAna_AGG_ROR,Q2,1.0
EastAna_AGG_ROR,Q3,1.0
EastAna_AGG_ROR,Q4,1.0
SouthEast_AGG_ROR,Q1,1.0
SouthEast_AGG_ROR,Q2,1.0
SouthEast_AGG_ROR,Q3,1.0
SouthEast_AGG_ROR,Q4,1.0
NorthWest_AGG_ROR,Q1,1.0
NorthWest_AGG_ROR,Q2,1.0
NorthWest_AGG_ROR,Q3,1.0
NorthWest_AGG_ROR,Q4,1.0
CenterAna_AGG_ROR,Q1,1.0
CenterAna_AGG_ROR,Q2,1.0
CenterAna_AGG_ROR,Q3,1.0
CenterAna_AGG_ROR,Q4,1.0
CenterBlack_AGG_ROR,Q1,1.0
CenterBlack_AGG_ROR,Q2,1.0
CenterBlack_AGG_ROR,Q3,1.0
CenterBlack_AGG_ROR,Q4,1.0
Hydro_Sto_EastMed_Com,Q1,0.2539478494692807
Hydro_Sto_EastMed_Com,Q2,0.2737898735521578
Hydro_Sto_EastMed_Com,Q3,0.2416581956297513
Hydro_Sto_EastMed_Com,Q4,0.1475583960423028
Hydro_Sto_NorthWest_Com,Q1,0.3661989327113373
Hydro_Sto_NorthWest_Com,Q2,0.3835806080876054
Hydro_Sto_NorthWest_Com,Q3,0.2164605895030997
Hydro_Sto_NorthWest_Com,Q4,0.1877067686117359
Hydro_Sto_EastAna_Com,Q1,0.2102612935915841
Hydro_Sto_EastAna_Com,Q2,0.4162352492334887
Hydro_Sto_EastAna_Com,Q3,0.2586019605047304
Hydro_Sto_EastAna_Com,Q4,0.1864164959866655
Hydro_Sto_SouthEast_Com,Q1,0.2791496479410626
Hydro_Sto_SouthEast_Com,Q2,0.2785244561408345
Hydro_Sto_SouthEast_Com,Q3,0.2580245511575499
Hydro_Sto_SouthEast_Com,Q4,0.2246837652707925
Hydro_Sto_CenterBlack_Com,Q1,0.1484460974835776
Hydro_Sto_CenterBlack_Com,Q2,0.2094517404399004
Hydro_Sto_CenterBlack_Com,Q3,0.1950563059212178
Hydro_Sto_CenterBlack_Com,Q4,0.1162318115816672
Hydro_Sto_WestMed_Com,Q1,0.2539478494692807
Hydro_Sto_WestMed_Com,Q2,0.2737898735521578
Hydro_Sto_WestMed_Com,Q3,0.2416581956297513
Hydro_Sto_WestMed_Com,Q4,0.1475583960423028
Hydro_Sto_WestAna_Com,Q1,0.1073099238274508
Hydro_Sto_WestAna_Com,Q2,0.1596419256719903
Hydro_Sto_WestAna_Com,Q3,0.1862075199336152
Hydro_Sto_WestAna_Com,Q4,0.0081672700074829
Hydro_Sto_CenterAna_Com,Q1,0.1578784123996335
Hydro_Sto_CenterAna_Com,Q2,0.1739227069209271
Hydro_Sto_CenterAna_Com,Q3,0.1653835184725005
Hydro_Sto_CenterAna_Com,Q4,0.0855574007997582
ROR_CenterBlack_Com,Q1,1.0
ROR_CenterBlack_Com,Q2,1.0
ROR_CenterBlack_Com,Q3,1.0
ROR_CenterBlack_Com,Q4,1.0
ROR_EastAna_Com,Q1,1.0
ROR_EastAna_Com,Q2,1.0
ROR_EastAna_Com,Q3,1.0
ROR_EastAna_Com,Q4,1.0
ROR_SouthEast_Com,Q1,1.0
ROR_SouthEast_Com,Q2,1.0
ROR_SouthEast_Com,Q3,1.0
ROR_SouthEast_Com,Q4,1.0
ROR_EastMed_Com,Q1,1.0
ROR_EastMed_Com,Q2,1.0
ROR_EastMed_Com,Q3,1.0
ROR_EastMed_Com,Q4,1.0
ROR_CenterAna_Com,Q1,1.0
ROR_CenterAna_Com,Q2,1.0
ROR_CenterAna_Com,Q3,1.0
ROR_CenterAna_Com,Q4,1.0
ROR_WestMed_Com,Q1,1.0
ROR_WestMed_Com,Q2,1.0
ROR_WestMed_Com,Q3,1.0
ROR_WestMed_Com,Q4,1.0
ROR_NorthWest_Com,Q1,1.0
ROR_NorthWest_Com,Q2,1.0
ROR_NorthWest_Com,Q3,1.0
ROR_NorthWest_Com,Q4,1.0
ROR_WestAna_Com,Q1,1.0
ROR_WestAna_Com,Q2,1.0
ROR_WestAna_Com,Q3,1.0
ROR_WestAna_Com,Q4,1.0
Hydro_Sto_EastMed_Cand,Q1,0.2539478494692807
Hydro_Sto_EastMed_Cand,Q2,0.2737898735521578
Hydro_Sto_EastMed_Cand,Q3,0.2416581956297513
Hydro_Sto_EastMed_Cand,Q4,0.1475583960423028
Hydro_Sto_NorthWest_Cand,Q1,0.3661989327113373
Hydro_Sto_NorthWest_Cand,Q2,0.3835806080876054
Hydro_Sto_NorthWest_Cand,Q3,0.2164605895030997
Hydro_Sto_NorthWest_Cand,Q4,0.1877067686117359
Hydro_Sto_EastAna_Cand,Q1,0.2102612935915841
Hydro_Sto_EastAna_Cand,Q2,0.4162352492334887
Hydro_Sto_EastAna_Cand,Q3,0.2586019605047304
Hydro_Sto_EastAna_Cand,Q4,0.1864164959866655
Hydro_Sto_SouthEast_Cand,Q1,0.2791496479410626
Hydro_Sto_SouthEast_Cand,Q2,0.2785244561408345
Hydro_Sto_SouthEast_Cand,Q3,0.2580245511575499
Hydro_Sto_SouthEast_Cand,Q4,0.2246837652707925
Hydro_Sto_CenterBlack_Cand,Q1,0.1484460974835776
Hydro_Sto_CenterBlack_Cand,Q2,0.2094517404399004
Hydro_Sto_CenterBlack_Cand,Q3,0.1950563059212178
Hydro_Sto_CenterBlack_Cand,Q4,0.1162318115816672
Hydro_Sto_WestMed_Cand,Q1,0.2539478494692807
Hydro_Sto_WestMed_Cand,Q2,0.2737898735521578
Hydro_Sto_WestMed_Cand,Q3,0.2416581956297513
Hydro_Sto_WestMed_Cand,Q4,0.1475583960423028
Hydro_Sto_WestAna_Cand,Q1,0.1073099238274508
Hydro_Sto_WestAna_Cand,Q2,0.1596419256719903
Hydro_Sto_WestAna_Cand,Q3,0.1862075199336152
Hydro_Sto_WestAna_Cand,Q4,0.0081672700074829
Hydro_Sto_CenterAna_Cand,Q1,0.1578784123996335
Hydro_Sto_CenterAna_Cand,Q2,0.1739227069209271
Hydro_Sto_CenterAna_Cand,Q3,0.1653835184725005
Hydro_Sto_CenterAna_Cand,Q4,0.0855574007997582
ROR_CenterBlack_Cand,Q1,1.0
ROR_CenterBlack_Cand,Q2,1.0
ROR_CenterBlack_Cand,Q3,1.0
ROR_CenterBlack_Cand,Q4,1.0
ROR_EastAna_Cand,Q1,1.0
ROR_EastAna_Cand,Q2,1.0
ROR_EastAna_Cand,Q3,1.0
ROR_EastAna_Cand,Q4,1.0
ROR_SouthEast_Cand,Q1,1.0
ROR_SouthEast_Cand,Q2,1.0
ROR_SouthEast_Cand,Q3,1.0
ROR_SouthEast_Cand,Q4,1.0
ROR_EastMed_Cand,Q1,1.0
ROR_EastMed_Cand,Q2,1.0
ROR_EastMed_Cand,Q3,1.0
ROR_EastMed_Cand,Q4,1.0
ROR_CenterAna_Cand,Q1,1.0
ROR_CenterAna_Cand,Q2,1.0
ROR_CenterAna_Cand,Q3,1.0
ROR_CenterAna_Cand,Q4,1.0
ROR_WestMed_Cand,Q1,1.0
ROR_WestMed_Cand,Q2,1.0
ROR_WestMed_Cand,Q3,1.0
ROR_WestMed_Cand,Q4,1.0
ROR_NorthWest_Cand,Q1,1.0
ROR_NorthWest_Cand,Q2,1.0
ROR_NorthWest_Cand,Q3,1.0
ROR_NorthWest_Cand,Q4,1.0
ROR_WestAna_Cand,Q1,1.0
ROR_WestAna_Cand,Q2,1.0
ROR_WestAna_Cand,Q3,1.0
ROR_WestAna_Cand,Q4,1.0
Gokcekaya_PHP,Q1,1.0
Gokcekaya_PHP,Q2,1.0
Gokcekaya_PHP,Q3,1.0
Gokcekaya_PHP,Q4,1.0
PHP_Generic_CenterBlack,Q1,1.0
PHP_Generic_CenterBlack,Q2,1.0
PHP_Generic_CenterBlack,Q3,1.0
PHP_Generic_CenterBlack,Q4,1.0
PHP_Generic_CenterAna,Q1,1.0
PHP_Generic_CenterAna,Q2,1.0
PHP_Generic_CenterAna,Q3,1.0
PHP_Generic_CenterAna,Q4,1.0
PHP_Generic_WestMed,Q1,1.0
PHP_Generic_WestMed,Q2,1.0
PHP_Generic_WestMed,Q3,1.0
PHP_Generic_WestMed,Q4,1.0
NorthWest_Agg_Onshore,Q1,1.0
NorthWest_Agg_Onshore,Q2,1.0
NorthWest_Agg_Onshore,Q3,1.0
NorthWest_Agg_Onshore,Q4,1.0
Trakia_Agg_Onshore,Q1,1.0
Trakia_Agg_Onshore,Q2,1.0
Trakia_Agg_Onshore,Q3,1.0
Trakia_Agg_Onshore,Q4,1.0
EastAna_Agg_Onshore,Q1,1.0
EastAna_Agg_Onshore,Q2,1.0
EastAna_Agg_Onshore,Q3,1.0
EastAna_Agg_Onshore,Q4,1.0
EastMed_Agg_Onshore,Q1,1.0
EastMed_Agg_Onshore,Q2,1.0
EastMed_Agg_Onshore,Q3,1.0
EastMed_Agg_Onshore,Q4,1.0
SouthEast_Agg_Onshore,Q1,1.0
SouthEast_Agg_Onshore,Q2,1.0
SouthEast_Agg_Onshore,Q3,1.0
SouthEast_Agg_Onshore,Q4,1.0
WestMed_Agg_Onshore,Q1,1.0
WestMed_Agg_Onshore,Q2,1.0
WestMed_Agg_Onshore,Q3,1.0
WestMed_Agg_Onshore,Q4,1.0
CenterBlack_Agg_Onshore,Q1,1.0
CenterBlack_Agg_Onshore,Q2,1.0
CenterBlack_Agg_Onshore,Q3,1.0
CenterBlack_Agg_Onshore,Q4,1.0
WestAna_Agg_Onshore,Q1,1.0
WestAna_Agg_Onshore,Q2,1.0
WestAna_Agg_Onshore,Q3,1.0
WestAna_Agg_Onshore,Q4,1.0
CenterAna_Agg_Onshore,Q1,1.0
CenterAna_Agg_Onshore,Q2,1.0
CenterAna_Agg_Onshore,Q3,1.0
CenterAna_Agg_Onshore,Q4,1.0
WestMed_Onshore_Com2025,Q1,1.0
WestMed_Onshore_Com2025,Q2,1.0
WestMed_Onshore_Com2025,Q3,1.0
WestMed_Onshore_Com2025,Q4,1.0
WestAna_Onshore_Com2025,Q1,1.0
WestAna_Onshore_Com2025,Q2,1.0
WestAna_Onshore_Com2025,Q3,1.0
WestAna_Onshore_Com2025,Q4,1.0
EastMed_Onshore_Com2025,Q1,1.0
EastMed_Onshore_Com2025,Q2,1.0
EastMed_Onshore_Com2025,Q3,1.0
EastMed_Onshore_Com2025,Q4,1.0
EastAna_Onshore_Com2025,Q1,1.0
EastAna_Onshore_Com2025,Q2,1.0
EastAna_Onshore_Com2025,Q3,1.0
EastAna_Onshore_Com2025,Q4,1.0
SouthEast_Sonshore_Com2025,Q1,1.0
SouthEast_Sonshore_Com2025,Q2,1.0
SouthEast_Sonshore_Com2025,Q3,1.0
SouthEast_Sonshore_Com2025,Q4,1.0
NorthWest_Onshore_Com2025,Q1,1.0
NorthWest_Onshore_Com2025,Q2,1.0
NorthWest_Onshore_Com2025,Q3,1.0
NorthWest_Onshore_Com2025,Q4,1.0
CenterAna_Onshore_Com2025,Q1,1.0
CenterAna_Onshore_Com2025,Q2,1.0
CenterAna_Onshore_Com2025,Q3,1.0
CenterAna_Onshore_Com2025,Q4,1.0
CenterBlack_Onshore_Com2025,Q1,1.0
CenterBlack_Onshore_Com2025,Q2,1.0
CenterBlack_Onshore_Com2025,Q3,1.0
CenterBlack_Onshore_Com2025,Q4,1.0
Trakia_Onshore_Com2025,Q1,1.0
Trakia_Onshore_Com2025,Q2,1.0
Trakia_Onshore_Com2025,Q3,1.0
Trakia_Onshore_Com2025,Q4,1.0
WestMed_Onshore_Com2026,Q1,1.0
WestMed_Onshore_Com2026,Q2,1.0
WestMed_Onshore_Com2026,Q3,1.0
WestMed_Onshore_Com2026,Q4,1.0
WestAna_Onshore_Com2026,Q1,1.0
WestAna_Onshore_Com2026,Q2,1.0
WestAna_Onshore_Com2026,Q3,1.0
WestAna_Onshore_Com2026,Q4,1.0
EastMed_Onshore_Com2026,Q1,1.0
EastMed_Onshore_Com2026,Q2,1.0
EastMed_Onshore_Com2026,Q3,1.0
EastMed_Onshore_Com2026,Q4,1.0
EastAna_Onshore_Com2026,Q1,1.0
EastAna_Onshore_Com2026,Q2,1.0
EastAna_Onshore_Com2026,Q3,1.0
EastAna_Onshore_Com2026,Q4,1.0
SouthEast_Sonshore_Com2026,Q1,1.0
SouthEast_Sonshore_Com2026,Q2,1.0
SouthEast_Sonshore_Com2026,Q3,1.0
SouthEast_Sonshore_Com2026,Q4,1.0
NorthWest_Onshore_Com2026,Q1,1.0
NorthWest_Onshore_Com2026,Q2,1.0
NorthWest_Onshore_Com2026,Q3,1.0
NorthWest_Onshore_Com2026,Q4,1.0
CenterAna_Onshore_Com2026,Q1,1.0
CenterAna_Onshore_Com2026,Q2,1.0
CenterAna_Onshore_Com2026,Q3,1.0
CenterAna_Onshore_Com2026,Q4,1.0
CenterBlack_Onshore_Com2026,Q1,1.0
CenterBlack_Onshore_Com2026,Q2,1.0
CenterBlack_Onshore_Com2026,Q3,1.0
CenterBlack_Onshore_Com2026,Q4,1.0
Trakia_Onshore_Com2026,Q1,1.0
Trakia_Onshore_Com2026,Q2,1.0
Trakia_Onshore_Com2026,Q3,1.0
Trakia_Onshore_Com2026,Q4,1.0
WestMed_Onshore_Com2027,Q1,1.0
WestMed_Onshore_Com2027,Q2,1.0
WestMed_Onshore_Com2027,Q3,1.0
WestMed_Onshore_Com2027,Q4,1.0
WestAna_Onshore_Com2027,Q1,1.0
WestAna_Onshore_Com2027,Q2,1.0
WestAna_Onshore_Com2027,Q3,1.0
WestAna_Onshore_Com2027,Q4,1.0
EastMed_Onshore_Com2027,Q1,1.0
