g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
LowerMaguduza_HY_SWZ,Eswatini,ROR,Water,2027,2107,13.5,2,,,,,,0.1835,40000,0.5,0,2.8,,13,,,,,,
Kasitu_GT_MWI,Malawi,ST,Geothermal,2055,2060,6,0,,0,1,1,0,0.2,15000,2.538071066,0,9.95,30,6,0,,0,0,0,0
MajubaI_TH_ZAF,South_Africa,ST,Coal,1990,2051,1825,1,0.3,12.7,,,,,,,,0,,,0,,0,0.05,0,621.8
MajubaII_TH_ZAF,South_Africa,ST,Coal,1985,2051,1981,1,0.3,12.7,,,,,,,,0,,,0,,0,0.05,0,669.5
Kholombizo_HY_MWI,Malawi,ReservoirHydro,Water,2033,2093,213,3,,,,,,0.325077306,,,,3.445,,213,0,,0,0,0,0
Mapanga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,16,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Matimba_TH_ZAF,South_Africa,ST,Coal,1987,2039,3695,1,0.3,11.4,,,,,,,,0,,,0,,0,0.05,0,615
Matla_TH_ZAF,South_Africa,ST,Coal,1979,2031,3450,1,0.3,11.3,,,,,,,,0,,,0,,0,0.05,0,575
Kibo_Mining_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.24,,,,,,,0,,,300,,,,,,
MCT_Morro_Bento_TH_AGO,Angola,ICE,Diesel,2012,2062,25,1,,13.62126767,1,1,0,0.2,17000,4,0,0,30,,0,,0,0,0,0
Medupi_TH_ZAF,South_Africa,ST,Coal,2015,2065,4320,1,0.3,9.21,,,,,,,,0,,0,0,,0,0.05,0,800
MkuzeBiomass_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,16,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
Committed_Wind1-3_BWA,Botswana,OnshoreWind,Wind,2028,2058,0,2,,,1,1,,,30000,,,1.3,,50,,,,,1,
Committed_Wind1-4_BWA,Botswana,OnshoreWind,Wind,2031,2061,0,2,,,1,1,,,30000,,,1.3,,0,,,,,1,
Committed_Wind1-5_BWA,Botswana,OnshoreWind,Wind,2035,2065,0,2,,,1,1,,,30000,,,1.3,,50,,,,,1,
Kidunda_HY_TZA,Tanzania,ROR,Water,2028,2108,20,3,,,,,,0.3,40000,0.5,0,2.8,,20,,,,,,
Mpatamanga_Opt_HY_MWI,Malawi,ReservoirHydro,Water,2031,2101,358,2,,,,,,0.278070484,50000,0.5,,3.12,50,359,0,,0,0,0,0
Nseke_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1957,2060,260,1,,,,,,0.41,,,0,0,50,,0,,0,0,0,0
Muela_HY_LSO,Lesotho,ReservoirHydro,Water,2000,2080,74,1,,,,,,0.396,,,0,0,50,,0,,0,0,0,0
Kiejo_Mbaka_I_TH_TZA,Tanzania,ST,Geothermal,2050,2060,60,0,,,,,,,,,0,,,60,,,,,,
Mulanje_Ruo_Ndiza_HY_MWI,Malawi,ReservoirHydro,Water,2020,2100,8.25,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Kiejo_Mbaka_II_TH_TZA,Tanzania,ST,Geothermal,2050,2060,20,0,,,,,,,,,0,,,20,,,,,,
Chisumbanje_BIO_ZWE,Zimbabwe,ST,Biomass,2024,2074,4,3,,10,0.33,0.33,,0.8,100000,2.5,,1.5,,4,0,,0,0,0,4
Kikonge_HY_TZA,Tanzania,ReservoirHydro,Water,2032,2112,300,3,,,,,,0.34,50000,0.5,,3.12,50,300,,,,,,
Kinyerezi_IV_TH_TZA,Tanzania,CCGT,Gas,2030,2060,330,3,0.2,9.75,,,,0.2,30000,2,0,1.21,,30,,,,,0.05,
MusondaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1972,2060,10,1,,,,,,0.180625,,,0,0,50,,0,,0,0,0,0
Nzilo_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1954,2060,100,1,,,,,,0.31,,,0,0,50,,0,,0,0,0,0
Kinyezeri_III_PH_I_TH_TZA,Tanzania,OCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,20000,4,0,1.1,,30,,,,,0.05,
Kinyezeri_III_PH_II_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,30000,2,0,1.1,,30,,,,,0.05,
Mzuzu_Luwinga_ICE_MWI,Malawi,ICE,Diesel,2000,2050,5,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Kisaki_TH_TZA,Tanzania,ST,Geothermal,2050,2060,300,0,,,,,,,,,0,,,300,,,,,,
Kiwaba_Nzogi_WIND_AGO,Angola,OnshoreWind,Wind,2033,2063,106,3,,,1,1,,,30000,,,1.3,,50,,,,,1,
Kiwira_I_TH_TZA,Tanzania,ST,Coal,2060,2060,200,0,,9.24,,,,,,,0,,,,,,,,,
Kiwira_II_TH_TZA,Tanzania,ST,Coal,2060,2060,200,0,,9.24,,,,,,,0,,,,,,,,,
Kiwira_III_TH_TZA,Tanzania,ST,Coal,2060,2060,600,0,,9.24,,,,,,,0,,,,,,,,,
Kudu_Gas_TH_NAM,Namibia,CCGT,Gas,2027,2056,475,3,,9.75,,,,,30000,2,,1.245080501,,475,0,,,0.05,0,0
LesothoLetsengWind_REN_LSO,Lesotho,OnshoreWind,Wind,2028,2055,35,3,,,1,1,,,30000,,,1.3,,35,,,,,1,
MetoroSolarPV_REN_MOZ,Mozambique_North,PV,Solar,2023,2060,30,1,,0,,,,,,,,0,,0,0,,0,0,1,0
LobitoI_TH_AGO,Angola,CCGT,Gas,2030,2082,500,3,,9.75,,,,,30000,2,0,1.245080501,,200,0,,,0.05,0,0
Lower_Fufu_HY_MWI,Malawi,ReservoirHydro,Water,2033,2093,261,3,,,,,,0.325077306,,,,3.445,,261,0,,0,0,0,0
Lower_Songwe_HY_MWI,Malawi,ReservoirHydro,Water,2035,2060,90,3,,,,,,0.325077306,,,,3.445,,90,0,,0,0,0,0
UsuthuSwamil_BIO_SWZ,Eswatini,ST,Woodchip,2028,2060,20,2,,11.37,0.33,0.33,,0.8,100000,2.5,,1.5,,35,0,,0,0,0,35
Balekane_Solar_SWZ,Eswatini,PV,Solar,2025,2056,15,2,,,,,,,15000,,,0.8,,75,,,,,1,
Ngwenya_Solar_SWZ,Eswatini,PV,Solar,2027,2056,15,2,,,,,,,15000,,,0.8,,75,,,,,1,
Luchenene_HY_ZMB,Zambia,ReservoirHydro,Water,2034,2110,30,3,,,,,,0.278070484,50000,0.5,,3.12,50,30,0,,0,0,0,0
MocubaSolarPV_REN_MOZ,Mozambique_North,PV,Solar,2019,2060,30,1,,0,,,,,,,,0,,0,0,,0,0,1,0
LusiwasiLower_HY_ZMB,Zambia,ReservoirHydro,Water,2034,2108,86,3,,,,,,0.079875,50000,0.5,,3.12,50,86,0,,0,0,0,0
LusiwasiLowerExts_HY_ZMB,Zambia,ReservoirHydro,Water,2034,2110,84,3,,,,,,0.079875,50000,0.5,,3.12,50,84,0,,0,0,0,0
MagugaII_HY_SWZ,Eswatini,ReservoirHydro,Water,2030,2107,10,0,,,,,,0.2135,50000,0.5,,3.12,50,10,0,,0,0,0,0
MambilimbaFallsI_HY_ZMB,Zambia,ReservoirHydro,Water,2035,2110,124,3,,,,,,0.278070484,50000,0.5,,3.12,50,124,0,,0,0,0,0
NacalaJICA_TH_MOZ,Mozambique_North,ICE,HFO,2021,2071,102,1,,10.425987,,,,,,,,0,,0,0,,0,0,0,40
RessanoGarciaEDM/Sasol_TH_MOZ,Mozambique_South,OCGT,Gas,2015,2065,175,1,,9.990938997,,,,,,,,0,,,0,7,10.690939,0.5,0,0
Masigira_HY_TZA,Tanzania,ROR,Water,2030,2110,118,3,,,,,,0.29,40000,0.5,0,2.88,,118,,,,,,
RessanoGarciaGigawatt_TH_MOZ,Mozambique_South,OCGT,Gas,2016,2066,120,1,,9.990938997,,,,,,,,0,,,0,7,10.690939,0.5,0,0
Temane_TH_MOZ,Mozambique_South,OCGT,Gas,2000,2055,1,1,,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Mbongozi_HY_MWI,Malawi,ReservoirHydro,Water,2035,2088,41,3,,,,,,0.325077306,,,0,3.536,50,41,0,,0,0,0,0
Mchuchuma_I_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.73,,,,,,,0,,,300,,,,,,
Mchuchuma_II_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.73,,,,,,,0,,,300,,,,,,
Mchuchuma_III_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.73,,,,,,,0,,,300,,,,,,
Mchuchuma_IV_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,9.73,,,,,,,0,,,300,,,,,,
Mkuranga_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,30000,2,0,1.21,,30,,,,,0.05,
Mnyera_Kisingo_HY_TZA,Tanzania,ROR,Water,2030,2110,120,3,,,,,,0.37,40000,0.5,0,2.6,,120,,,,,,
Mnyera_Kwanini_HY_TZA,Tanzania,ROR,Water,2030,2110,144,3,,,,,,0.37,40000,0.5,0,2.8,,144,,,,,,
Mnyera_Mnyera_HY_TZA,Tanzania,ROR,Water,2030,2110,137,3,,,,,,0.37,40000,0.5,0,2.8,,137,,,,,,
Mnyera_Pumbwe_HY_TZA,Tanzania,ROR,Water,2030,2110,123,3,,,,,,0.37,40000,0.5,0,2.8,,123,,,,,,
Mnyera_Ruaha_HY_TZA,Tanzania,ReservoirHydro,Water,2030,2110,60,3,,,,,,0.39,50000,0.5,,3.12,50,60,,,,,,
Mnyera_Taveta_HY_TZA,Tanzania,ROR,Water,2030,2110,84,3,,,,,,0.49,40000,0.5,0,2.8,,84,,,,,,
NgwenyaI_Solar_SWZ,Eswatini,PV,Solar,2027,2056,20,2,,,,,,,15000,,,0.8,,75,,,,,1,
Ndzevane_Solar_SWZ,Eswatini,PV,Solar,2027,2056,15,2,,,,,,,15000,,,0.8,,75,,,,,1,
Nsoko_Solar_SWZ,Eswatini,PV,Solar,2027,2056,10,2,,,,,,,15000,,,0.8,,75,,,,,1,
WundersightII_Solar_SWZ,Eswatini,PV,Solar,2025,2056,0.9,2,,,,,,,15000,,,0.8,,75,,,,,1,
RSSC_biomass_SWZ,Eswatini,ST,Bagasse,2030,2055,20,3,0.6,9.22,,,,0.2,42600,10.9,,,30,,,,,,,
Lubhuku_TH_SWZ,Eswatini,ST,Coal,2035,2085,300,3,0.3,8.6,,,,,,,,2.466504472,,150,0,,0,0.05,0,0
Mota_Engil_C_MWI,Malawi,ST,Coal,2055,2060,300,0,0.3,9.853126851,,,,,60000,2,,2.84,,300,0,,0,0.05,0,0
Mpanga_HY_TZA,Tanzania,ReservoirHydro,Water,2040,2110,160,3,,,,,,0.29,50000,0.5,,3.12,50,160,,,,,,
Mtwara_I_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,30000,2,0,1.21,,75,,,,,0.05,
Mtwara_II_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,0.2,9.75,,,,0.2,30000,2,0,1.21,,75,,,,,0.05,
Bio2watt_BIO_ZAF,South_Africa,ST,Biomass,2015,2050,4.7,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
IllovoEston_BIO_ZAF,South_Africa,ST,Biomass,2022,2057,2.5,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
MalelaneSugar_BIO_ZAF,South_Africa,ST,Biomass,2023,2058,6,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
SappiSaiccorCoGen_BIO_ZAF,South_Africa,ST,Biomass,2022,2057,5,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
TongaatFelixton_BIO_ZAF,South_Africa,ST,Biomass,2021,2056,20,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
TongaatHulett_BIO_ZAF,South_Africa,ST,Biomass,2013,2048,5,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
UCLCompany_BIO_ZAF,South_Africa,ST,Biomass,2024,2059,3,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
UmfoloziSugar_BIO_ZAF,South_Africa,ST,Biomass,2013,2048,4.5,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
Ennerdale_BIO_ZAF,South_Africa,ST,Biogas,2019,2054,6,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
Goudkoppies_BIO_ZAF,South_Africa,ST,Biogas,2017,2052,5.1,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
LinbroPark_BIO_ZAF,South_Africa,ST,Biogas,2019,2054,6.3,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
MarieLouise_BIO_ZAF,South_Africa,ST,Biogas,2017,2052,4,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
RobinsonDee_BIO_ZAF,South_Africa,ST,Biogas,2016,2051,20,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,
NgodwanaEnergyProject_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,25,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,25
"Nkula_(A,B)_+_upgrade_HY_MWI",Malawi,ReservoirHydro,Water,2000,2080,136,1,,,,,,0.325077306,,,,0,,0,0,,0,0,0,0
Nzongo_HY_DRC,DRC,ReservoirHydro,Water,1965,2060,75,1,,,,,,0.435,,,0,0,50,,0,,0,0,0,0
NzongoII_HY_DRC,DRC,ReservoirHydro,Water,2022,2060,150,1,,,,,,0.435,,,0,0,50,0,0,,0,0,0,0
Ruzizi1_HY_DRC,DRC,ROR,Water,1972,2060,29.8,1,,,,,,0.31,,,0,0,50,,0,,0,0,0,0
Ruzizi2_HY_DRC,DRC,ROR,Water,1972,2060,43.8,1,,,,,,0.31,,,0,0,50,,0,,0,0,0,0
Muela2_HY_LSO,Lesotho,ReservoirHydro,Water,2037,2060,110,3,,,,,,0.278070484,50000,0.5,,3.12,50,110,0,,0,0,0,0
Omburru_PV_NAM,Namibia,PV,Solar,2022,2055,20,1,,0,,,,,,,,0,,0,0,,0,0,1,0
Committed_PV1-2_BWA,Botswana,PV,Solar,2026,2056,300,3,,,,,,,15000,,,0.8,,40,,,,,1,
Otikojoto_Biomass_NAM,Namibia,ST,Biomass,2027,2057,40,2,,12.5,,,,0.8,100000,2.5,,1.5,,40,0,,0,0,0,40
Temane2_TH_MOZ,Mozambique_South,OCGT,Gas,2014,2064,9.2,1,,10.41544727,,,,,,,,0,,,0,7,11.11544727,0.45,0,0
Paratus_TH_NAM,Namibia,ICE,HFO,1976,2017,25,1,,10.41544727,,,,,,,,0,,,0,,0,0,0,0
PortRexGas_TH_ZAF,South_Africa,OCGT,HFO,1976,2026,171,1,,11.26101378,,,,,,,,0,,,0,,0,0,0,0
PretoriaWest_TH_ZAF,South_Africa,ST,Coal,1952,2019,180,1,,13.09693531,,,,,,,,0,,,0,,0,0.05,0,180
MumbotutaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2035,2110,271,3,,,,,,0.278070484,50000,0.5,,3.12,50,301,0,,0,0,0,0
NgonyeFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2028,2108,180,3,,,,,,0.278070484,50000,0.5,,3.12,50,180,0,,0,0,0,0
MupataGorgeNorth_HY_ZMB,Zambia,ReservoirHydro,Water,2040,2110,600,3,,,,,,0.278070484,50000,0.5,,3.12,50,600,0,,0,0,0,0
Caraculo_OffGrid_PV_AGO,Angola,PV,Solar,2022,2052,25,1,,0,,,,,,,,0,,0,0,,0,0,1,0
Gairezi_HY_ZWE,Zimbabwe,ROR,Water,2030,2060,40,3,,,,,,0.275342466,,,0,0,50,40,0,,0,0,0,0
RochaPinto_TH_AGO,Angola,OCGT,Gas,2000,2019,40,1,,13.62126767,,,,,,,,0,,,0,7,14.32126767,0.25,0,0
Rooiwal_TH_ZAF,South_Africa,ST,Coal,1963,2019,300,1,,12.32541227,,,,,,,,0,,,0,,0,0.05,0,300
Mzimba_I_WIND_MWI,Malawi,OnshoreWind,Wind,2030,2055,0,3,,,1,1,,,30000,,,1.3,,50,,,,,1,
RoshPinah_PV_NAM,Namibia,PV,Solar,2026,2056,70,2,,,,,,,15000,,,0.8,,70,,,,,1,
RoshPinah_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,40,2,,,1,1,,,30000,,,1.3,,40,,,,,1,
RuacanaROR_HY_NAM,Namibia,ReservoirHydro,Water,1975,2060,347,1,,,,,,0.175,,,0,0,50,,0,,0,0,0,0
Mzimba_II_WIND_MWI,Malawi,OnshoreWind,Wind,2032,2062,0,3,,,1,1,,,30000,,,1.3,,0,,,,,1,
CommittedSolar_REN_DRC,DRC,PV,Solar,2025,2060,200,2,,,,,,,15000,,,0.8,,200,,,,,1,
LubumbashiSolar_REN_DRCSouth,DRC_South,PV,Solar,2025,2060,100,2,,,,,,,15000,,,0.8,,100,,,,,1,
Ruzizi3_HY_DRC,DRC,ReservoirHydro,Water,2031,2111,69,2,,,,,,0.31,50000,0.5,,3.12,50,69,0,,0,0,0,0
Lurio_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,120,2,,,,,,0.406440138,,,0,4.248837209,50,120,0,,0,0,0,0
Sasolburg_TH_ZAF,South_Africa,CCGT,Gas,2012,2062,280,1,,9.990938997,,,,,,,,0,,,0,7,10.690939,0.05,0,0
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,1,,12.08277112,,,,,,,,0,,,0,,0,0.05,0,130
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,CCGT,Gas,2010,2060,280,1,,9.75,,,,,,,,0,,,0,7,12.19796803,0.05,0,0
Tutuka_TH_ZAF,South_Africa,ST,Coal,1985,2040,3510,1,,12.8,,,,,,,,0,,,0,,0,0.05,0,610
Vanderkloof_HY_ZAF,South_Africa,ReservoirHydro,Water,1977,2060,240,1,,,,,,0.185,,,0,0,50,,0,,0,0,0,0
Kusile_III_TH_ZAF,South_Africa,ST,Coal,2024,2074,1440,1,0.3,11.8,,,,,60000,2,,2.466504472,,1440,0,,0,0.05,0,800
SA_SolarPrivate25_REN_ZAF,South_Africa,PV,Solar,2025,2055,1209,2,,,,,,,15000,,,0.8,,1209,,,,,1,
SA_SolarPrivate26_REN_ZAF,South_Africa,PV,Solar,2026,2056,3328,2,,,,,,,15000,,,0.8,,3328,,,,,1,
MozMGTPEDMSasolGT_TH_MOZ,Mozambique_South,CCGT,Gas,2028,2058,450,2,0.2,9.75,,,,0.2,30000,2,0,1.25,,450,0,,,0.05,0,0
SA_SolarPrivate27_REN_ZAF,South_Africa,PV,Solar,2027,2057,2526,2,,,,,,,15000,,,0.8,,2526,,,,,1,
SA_SolarPrivate29_REN_ZAF,South_Africa,PV,Solar,2029,2056,24,2,,,,,,,15000,,,0.8,,500,,,,,1,
SA_SolarPublicProcurement25_REN_ZAF,South_Africa,PV,Solar,2025,2055,150,2,,,,,,,15000,,,0.8,,500,,,,,1,
SA_SolarPublicProcurement26_REN_ZAF,South_Africa,PV,Solar,2026,2056,225,2,,,,,,,15000,,,0.8,,500,,,,,1,
SA_SolarPublicProcurement28_REN_ZAF,South_Africa,PV,Solar,2028,2058,1760,2,,,,,,,15000,,,0.8,,1760,,,,,1,
SA_SolarPublicProcurement29_REN_ZAF,South_Africa,PV,Solar,2029,2059,1690,2,,,,,,,15000,,,0.8,,1690,,,,,1,
SA_SolarPublicProcurement30_REN_ZAF,South_Africa,PV,Solar,2030,2060,800,2,,,,,,,15000,,,0.8,,800,,,,,1,
SA_SolarPublicProcurement27_REN_ZAF,South_Africa,PV,Solar,2027,2057,360,2,,,,,,,15000,,,0.8,,500,,,,,1,
SA_WindEskom28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2060,70,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
Namibe_TH_AGO,Angola,CCGT,Gas,2034,2082,500,3,,9.75,,,,,30000,2,0,1.245080501,,200,0,,,0.05,0,0
SA_WindPrivate25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,301,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
NamibiaCCGT_TH_NAM,Namibia,CCGT,Gas,2034,2064,200,3,,9.75,,,,,30000,2,,1.245080501,,200,0,,,0.05,0,0
Salima_PV_MWI,Malawi,PV,Solar,2022,2052,60,1,,0,,,,,,,,0,,0,0,,0,0,1,0
SA_WindPrivate26_REN_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,964,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
SA_WindPrivate27_REN_ZAF,South_Africa,OnshoreWind,Wind,2027,2057,2847,2,,,1,1,,,30000,,,1.3,,2847,,,,,1,
SA_WindPrivate28_REN_ZAF,South_Africa,OnshoreWind,Wind,2028,2058,700,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
Serengeti_Nkhotakota_PV_MWI,Malawi,PV,Solar,2022,2052,21,1,,0,,,,,,,,0,,0,0,,0,0,1,0
SolarRound(PV)_ZMB,Zambia,PV,Solar,2019,2060,88,1,,0,,,,,,,,0,,,0,,0,0,1,0
SolarRound(PV)New_ZMB,Zambia,PV,Solar,2023,2060,35,1,,0,,,,,,,,0,,,0,,0,0,1,0
NamibiaCoal_TH_NAM,Namibia,ST,Coal,2035,2085,200,0,0.3,8.6,,,,,60000,2,,2.466504472,,200,0,,0,0.05,0,0
NamibiaOCGTNG_TH_NAM,Namibia,OCGT,Gas,2037,2056,200,0,,,,,,,20000,4,,0.8,,200,0,7,9.7,0.05,0,0
LowerMaguga_Ext2HY_SWZ,Eswatini,ROR,Water,2035,2111,23,3,,,,,,0.1835,40000,0.5,0,2.8,,13,,,,,,
"Tedzani_I,_II,_III_HY_MWI",Malawi,ROR,Water,2000,2080,92.7,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
Tedzani_IV_HY_MWI,Malawi,ROR,Water,2021,2101,19,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
NamPowerWindFarm_2031_NAM,Namibia,OnshoreWind,Wind,2030,2062,100,3,,,1,1,,,30000,,,1.3,,25,,,,,1,
SA_WindPrivate29_REN_ZAF,South_Africa,OnshoreWind,Wind,2029,2059,760,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
SA_WindPrivate30_REN_ZAF,South_Africa,OnshoreWind,Wind,2030,2060,2000,2,,,1,1,,,30000,,,1.3,,2000,,,,,1,
VanEck_TH_NAM,Namibia,ST,Coal,1972,2040,50,1,,15.9,,,,,,,,0,50,,0,,0,0.1,0,33
VictoriaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1968,2060,108,1,,,,,,0.436146831,,,0,0,50,,0,,0,0,0,0
Natron_TH_TZA,Tanzania,ST,Geothermal,2050,2060,60,0,,,,,,,,,0,,,60,,,,,,
Nyika_HY_MWI,Malawi,ReservoirHydro,Water,2030,2100,51,3,,,,,,0.325077306,,,,3.445,,261,0,,0,0,0,0
Near_Salima_Nanjoka_LNG_MWI,Malawi,OCGT,Gas,2055,2060,73,0,,10.42,,,,,,,,0.9,,73,0,,0,0.05,0,0
Mmamabula_TH_BWA,Botswana,ST,Coal,2028,2060,600,3,0.3,8.6,,,,,60000,2,,2.466504472,,300,0,,0,0.05,0,300
Wovwe_additional_HY_MWI,Malawi,ROR,Water,2027,2107,4.5,2,,,,,,0.325077306,40000,0.5,0,2.8,,4.5,,,,,,
Wovwe_HY_MWI,Malawi,ROR,Water,2000,2080,4,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
ZambiaOCGTDiesel_TH_ZMB,Zambia,ICE,Diesel,2020,2070,84,1,,9.7,1,1,0,0.2,17000,4,0,0,30,0,0,,0,0,0,0
MaunI_PV_BWA,Botswana,PV,Solar,2027,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
MaunII_PV_BWA,Botswana,PV,Solar,2027,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
LetlhakaneI_PV_BWA,Botswana,PV,Solar,2027,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
LetlhakaneII_PV_BWA,Botswana,PV,Solar,2027,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
IsangI_PV_BWA,Botswana,PV,Solar,2028,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
IsangII_PV_BWA,Botswana,PV,Solar,2028,2056,250,2,,,,,,,15000,,,0.8,,100,,,,,1,
New_Coal_2_BWA,Botswana,ST,Coal,2029,2060,615,3,0.3,8.6,,,,,60000,2,,2.466504472,,300,0,,0,0.05,0,300
New_CSP_AGO,Angola,CSPPlant,CSP,2024,2050,0,3,,,1,1,0,0.8,22000,3,0,1.8,30,500,0,,0,0,0,0
New_CSP_BWA,Botswana,CSPPlant,CSP,2030,2060,0,3,,,1,1,0,0.8,22000,3,0,1.915,30,200,0,,0,0,0,0
Devil'sGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2037,2115,620,3,,,,,,0.275342466,50000,0.5,,3.12,50,600,0,,0,0,0,0
New_CSP_LSO,Lesotho,CSPPlant,CSP,2024,2050,0,3,,,1,1,0,0.8,22000,3,0,1.8,30,50,0,,0,0,0,0
MupataGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2040,2110,600,3,,,,,,0.275342466,50000,0.5,,3.12,50,600,0,,0,0,0,0
New_CSP_SWZ,Eswatini,CSPPlant,CSP,2024,2050,100,0,,,1,1,0,0.8,22000,3,0,1.8,30,100,0,,0,0,0,0
SA_WindPublicProcurement25_REN_ZAF,South_Africa,OnshoreWind,Wind,2025,2055,784,2,,,1,1,,,30000,,,1.3,,1500,,,,,1,
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2029,2059,3000,2,,9.75,,,,,30000,2,0,1.245080501,,3000,0,,,0.05,0,0
SACCGTNG2030_TH_ZAF,South_Africa,CCGT,Gas,2030,2060,3000,2,,9.75,,,,,30000,2,0,1.245080501,,3000,0,,,0.05,0,0
Hale_HY_TZA,Tanzania,ROR,Water,2024,2060,21,1,,,0.24,0.24,,0.13,16900,0.003,0,,,,,,,,,
Kinyerezi_II_TH_TZA,Tanzania,CCGT,Gas,2018,2044,248,1,,6.82,,,,,7800,4,0,,,,,,,,,
Duynefontein_NU_ZAF,South_Africa,Nuclear,Uranium,2035,2095,5200,3,,9.2886066,0.1,0.1,0,0,150000,3.5,0,6.295957066,50,1250,0,,0,0.6,0,0
Songas_TH_TZA,Tanzania,OCGT,Gas,2004,2034,189,1,,9.6,0.1,0.1,,,13300,,0,,,,,,,,,
Kinyerezi_I_Ext_TH_TZA,Tanzania,OCGT,Gas,2022,2047,185,1,,9.3,,,,,6300,,0,,,,,,,,,
New_CSP_ZMB,Zambia,CSPPlant,CSP,2024,2055,0,0,,,1,1,0,0.8,22000,3,0,1.8,30,500,0,,0,0,0,0
Kinyerezi_I_TH_TZA,Tanzania,OCGT,Gas,2015,2035,150,1,,9.3,,,,,6300,,0,,,,,,,,,
Ubungo_II_TH_TZA,Tanzania,OCGT,Gas,2012,2031,129,1,,10.23,0.1,0.1,,,5700,,0,,,,,,,,,
Ubungo_III_TH_TZA,Tanzania,OCGT,Gas,2022,2042,113,1,,10.23,0.1,0.1,,,5700,,0,,,,,,,,,
