scenario,zext,q,d,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Avg.2021,USA,Q4,d5,2021,49.698888888888888,49.474444444444437,49.235555555555557,48.99777777777777,49.017777777777773,40.36888888888889,113.71555555555555,118.16555555555556,118.4388888888889,130.28555555555556,85.377777777777794,83.838888888888903,63.798888888888882,59.011111111111113,58.986666666666665,58.68,58.271111111111118,101.93444444444442,170.30444444444441,259.89777777777783,252.48000000000002,233.95666666666668,51.268888888888888,49.943333333333335
Avg.2022,USA,Q1,d1,2022,33.836666666666666,28.097777777777779,26.626666666666665,26.623333333333331,26.572222222222223,26.568888888888889,68.211111111111109,70.268888888888881,70.278888888888886,70.287777777777762,66.397777777777776,66.385555555555555,64.332222222222228,64.347777777777779,64.338888888888903,64.234444444444449,64.112222222222229,67.97,66.257777777777775,209.36444444444444,208.02111111111111,64.72,45.37,34.575555555555553
Avg.2022,USA,Q1,d2,2022,55.29666666666666,54.921111111111117,54.20333333333334,54.17,55.164444444444449,75.023333333333341,125.25333333333333,94.563333333333347,154.19999999999999,180.48777777777775,116.05777777777777,115.94222222222223,113.61333333333334,103.84111111111112,107.09666666666666,108.10444444444445,105.18,107.52000000000001,84.740000000000009,300.37,324.14888888888891,210.00555555555553,63.016666666666666,54.68666666666666
Avg.2022,USA,Q1,d3,2022,30.217777777777783,26.561111111111114,26.549999999999994,26.548888888888886,26.544444444444441,26.543333333333333,68.087777777777774,70.25222222222223,70.271111111111111,70.271111111111111,66.401111111111106,66.404444444444437,64.345555555555549,64.252222222222215,64.256666666666661,64.233333333333334,64.063333333333333,68.037777777777762,66.25,209.35111111111112,207.30222222222224,64.362222222222215,36.801111111111112,30.426666666666662
Avg.2022,USA,Q1,d4,2022,41.112222222222222,39.843333333333334,38.993333333333332,37.275555555555556,37.737777777777779,40.201111111111111,67.995555555555555,70.161111111111111,70.73333333333332,87.384444444444455,72.096666666666664,72.054444444444428,68.836666666666659,69.692222222222213,69.647777777777776,69.050000000000011,68.267777777777781,68.438888888888897,84.768888888888881,206.26555555555552,220.89666666666665,94.933333333333337,51.831111111111113,46.923333333333339
Avg.2022,USA,Q1,d5,2022,44.403333333333336,44.142222222222223,43.345555555555556,41.632222222222225,42.105555555555561,50.953333333333333,68.412222222222212,70.964444444444439,105.08888888888889,123.45444444444446,85.280000000000015,85.207777777777778,81.577777777777769,82.443333333333328,82.598888888888894,81.722222222222229,80.408888888888882,100.65,117.07,217.08888888888887,231.18111111111114,134.70888888888891,52.512222222222221,48.326666666666668
Avg.2022,USA,Q2,d1,2022,35.716666666666669,35.472222222222221,35.463333333333338,35.531111111111116,36.126666666666672,36.512222222222221,62.083333333333321,64.982222222222219,64.976666666666659,64.946666666666658,62.212222222222216,62.322222222222223,60.323333333333331,60.306666666666665,60.303333333333335,60.302222222222227,60.3188888888889,60.516666666666666,67.287777777777777,170.04222222222222,165.82777777777778,63.361111111111114,37.68,36.654444444444451
Avg.2022,USA,Q2,d2,2022,16.717777777777776,16.621111111111112,16.603333333333335,16.74111111111111,19.805555555555557,27.138888888888889,75.144444444444446,115.91444444444444,119.92888888888888,77.917777777777772,93.58,90.012222222222221,50.301111111111112,49.277777777777786,49.132222222222225,49.592222222222226,48.712222222222223,151.62888888888889,199.7511111111111,163.19777777777779,76.167777777777772,49.401111111111113,25.23,21.207777777777778
Avg.2022,USA,Q2,d3,2022,27.322222222222219,26.943333333333332,26.795555555555552,26.853333333333332,27.26444444444444,34.782222222222224,49.002222222222223,55.291111111111114,55.589999999999996,53.864444444444445,51.460000000000008,51.335555555555551,49.392222222222216,49.343333333333334,49.267777777777781,49.288888888888884,49.342222222222226,51.283333333333339,89.475555555555559,223.04222222222222,151.17666666666665,60.593333333333327,56.136666666666663,37.925555555555555
Avg.2022,USA,Q2,d4,2022,21.644444444444442,20.964444444444442,20.708888888888886,20.963333333333331,23.415555555555553,33.347777777777779,55.942222222222227,62.972222222222221,63.466666666666661,61.004444444444452,59.795555555555566,57.537777777777769,54.392222222222223,53.03,52.75333333333333,52.772222222222211,56.064444444444447,57.708888888888886,164.48777777777778,196.65888888888892,82.576666666666654,50.644444444444453,51.818888888888885,21.94222222222222
Avg.2022,USA,Q2,d5,2022,22.312222222222218,21.264444444444443,21.252222222222219,21.946666666666665,23.033333333333335,48.072222222222223,88.758888888888876,169.8811111111111,170.30888888888887,114.05444444444447,87.24111111111111,83.789999999999992,66.675555555555547,66.49222222222221,66.442222222222227,66.587777777777774,66.790000000000006,172.23777777777775,206.2,184.5288888888889,86.911111111111097,66.871111111111105,39.871111111111105,23.98
Avg.2022,USA,Q3,d1,2022,59.18333333333333,57.767777777777773,57.702222222222225,57.427777777777777,60.331111111111113,87.376666666666679,198.2788888888889,206.95333333333332,207.45222222222225,207.33888888888887,116.42444444444443,118.39,113.14888888888889,112.80666666666666,113.12111111111109,113.38222222222221,150.41222222222223,218.52222222222221,224.00888888888889,221.23333333333329,187.5066666666666,155.83222222222221,99.595555555555549,67.683333333333337
Avg.2022,USA,Q3,d2,2022,61.277777777777779,61.50333333333333,61.238888888888887,61.345555555555556,62.011111111111113,70.773333333333355,186.86111111111109,161.82111111111109,162.26111111111109,78.052222222222241,74.836666666666659,65.904444444444437,63.681111111111107,62.563333333333325,63.074444444444453,63.410000000000004,63.945555555555558,167.77999999999997,175.90999999999997,174.96666666666664,168.82777777777775,136.76,67.104444444444454,64.61333333333333
Avg.2022,USA,Q3,d3,2022,32.023333333333341,31.999999999999993,31.897777777777776,31.903333333333332,36.038888888888884,61.536666666666669,170.73555555555555,171.7811111111111,176.02222222222224,163.39222222222224,87.495555555555555,71.658888888888896,63.282222222222217,62.713333333333331,62.705555555555556,62.71,63.734444444444449,208.73222222222225,218.72777777777776,217.10777777777781,210.20888888888888,62.896666666666661,72.607777777777784,36.032222222222217
Avg.2022,USA,Q3,d4,2022,34.945555555555558,34.931111111111107,34.927777777777777,34.932222222222222,35.404444444444444,65.855555555555554,179.61222222222221,180.7788888888889,182.31555555555553,163.71999999999997,85.481111111111105,69.511111111111106,65.973333333333329,65.467777777777783,65.686666666666667,65.966666666666669,65.861111111111114,193.60333333333332,197.18222222222221,202.60777777777776,190.28555555555556,68.688888888888897,45.970000000000006,35.594444444444441
Avg.2022,USA,Q3,d5,2022,31.584444444444451,31.574444444444438,31.57,31.574444444444445,31.807777777777776,62.25888888888889,170.30888888888887,171.37111111111111,171.27222222222224,137.07222222222222,81.323333333333323,66.741111111111124,62.792222222222222,62.366666666666674,62.571111111111122,62.650000000000006,63.685555555555553,172.35555555555553,172.25222222222223,172.25333333333333,172.5611111111111,64.308888888888902,44.856666666666669,32.035555555555554
Avg.2022,USA,Q4,d1,2022,79.454444444444434,79.137777777777785,79.083333333333329,79.033333333333331,80.027777777777771,204.32777777777778,204.4666666666667,205.37777777777779,208.35444444444443,214.53222222222223,156.16,170.43111111111114,190.09333333333333,186.20555555555555,183.60666666666668,158.05888888888887,194.94888888888892,230.63555555555558,285.51888888888897,286.37666666666672,258.24333333333334,233.20222222222225,280.10666666666668,108.22444444444444
Avg.2022,USA,Q4,d2,2022,39.075555555555553,38.787777777777784,38.694444444444443,38.997777777777777,40.018888888888881,79.412222222222226,177.06444444444443,181.98444444444442,180.35444444444443,180.85000000000002,86.103333333333325,85.88,81.135555555555555,81.050000000000011,81.213333333333324,81.464444444444439,159.14777777777778,225.12111111111108,239.72888888888889,245.19777777777779,176.72555555555556,141.42555555555558,86.361111111111128,41.454444444444441
Avg.2022,USA,Q4,d3,2022,55.361249999999998,50.898750000000007,50.89,52.356250000000003,57.782499999999999,95.518750000000011,175.0575,185.17374999999998,188.8,186.83125000000001,108.9725,109.45375,96.872500000000002,96.055000000000021,94.898749999999993,95.06874999999998,143.85249999999999,204.00125,224.32374999999999,226.90375,191.16,148.22874999999999,115.43,65.731250000000003
Avg.2022,USA,Q4,d4,2022,106.94999999999999,95.938888888888883,92.463333333333352,92.721111111111099,104.77222222222223,174.32333333333332,212.65111111111111,228.18222222222226,228.4666666666667,234.50222222222223,135.40666666666667,137.02666666666667,135.28333333333333,133.24666666666664,133.35333333333335,132.35,186.6188888888889,254.48999999999998,286.37111111111113,307.62555555555559,290.37888888888892,244.81,267.26444444444445,161.06333333333336
Avg.2022,USA,Q4,d5,2022,47.7,47.637777777777771,47.62222222222222,47.632222222222218,47.667777777777786,130.86777777777777,145.51222222222225,146.15111111111111,146.17777777777781,146.18222222222224,79.795555555555538,78.967777777777783,76.357777777777784,76.353333333333339,76.350000000000009,73.562222222222218,105.22444444444444,164.39,176.84555555555551,180.43222222222221,173.2,139.70222222222222,130.96666666666667,47.911111111111119
Avg.2023,USA,Q1,d1,2023,25.514444444444443,23.820000000000004,23.207777777777778,23.271111111111111,27.324444444444445,31.091111111111111,81.01333333333335,81.87,88.72999999999999,89.446666666666658,78.649999999999991,80.543333333333337,82.191111111111098,81.906666666666666,85.566666666666663,85.408888888888882,79.922222222222231,77.437777777777768,113.0188888888889,146.57555555555552,165.85888888888891,96.395555555555575,38.85,32.735555555555557
Avg.2023,USA,Q1,d2,2023,28.172222222222217,28.048888888888889,27.594444444444445,27.159999999999997,37.236666666666665,65.801111111111112,100.61111111111113,105.24555555555555,86.683333333333337,98.763333333333335,94.580000000000013,96.283333333333346,93.383333333333354,90.921111111111117,91.292222222222236,95.646666666666661,131.00555555555556,123.69333333333331,137.09444444444443,290.29111111111109,252.5566666666667,201.33000000000004,58.068888888888878,31.758888888888887
Avg.2023,USA,Q1,d3,2023,17.792222222222222,16.542222222222225,16.202222222222222,16.204444444444444,18.248888888888889,25.78222222222222,73.267777777777781,73.282222222222231,77.279999999999987,78.707777777777778,59.20333333333334,61.082222222222221,62.677777777777777,62.400000000000006,64.515555555555551,65.951111111111103,59.953333333333326,59.00333333333333,108.65333333333335,168.17333333333335,235.33222222222224,72.855555555555554,37.837777777777781,30.272222222222222
Avg.2023,USA,Q1,d4,2023,26.94222222222222,26.663333333333334,26.051111111111108,26.048888888888889,40.444444444444443,62.89,54.235555555555557,57.186666666666675,64.661111111111111,81.223333333333343,81.958888888888893,78.308888888888887,74.865555555555545,75.11999999999999,75.646666666666661,81.004444444444445,101.45444444444443,86.50222222222223,82.87222222222222,216.54666666666668,210.48888888888891,206.74555555555557,63.527777777777779,37.79666666666666
Avg.2023,USA,Q1,d5,2023,26.86,26.478888888888886,25.865555555555559,25.87,33.035555555555554,63.063333333333325,53.904444444444444,57.595555555555556,62.86,75.684444444444438,73.813333333333333,75.192222222222242,71.891111111111115,72.004444444444459,72.08,75.185555555555538,86.961111111111094,86.671111111111131,81.201111111111118,228.67666666666668,228.92999999999998,237.11222222222224,55.72999999999999,32.735555555555557
Avg.2023,USA,Q2,d1,2023,97.505555555555546,76.395555555555561,68.051111111111112,58.545555555555566,61.305555555555557,61.940000000000005,60.456666666666671,63.355555555555561,69.447777777777773,83.848888888888894,69.164444444444442,70.172222222222231,70.548888888888897,70.428888888888892,70.557777777777773,71.598888888888894,64.105555555555554,64.413333333333341,221.31555555555556,298.45000000000005,290.64555555555557,275.10333333333335,105.18,104.97888888888889
Avg.2023,USA,Q2,d2,2023,19.237777777777783,16.088888888888889,16.08111111111111,16.091111111111115,21.58,21.592222222222219,39.965555555555554,37.664444444444449,40.564444444444433,34.832222222222221,33.05777777777778,32.882222222222225,29.504444444444442,29.266666666666676,29.115555555555552,29.189999999999998,29.628888888888884,82.59333333333332,158.65444444444444,114.98888888888889,34.85,29.630000000000003,19.498888888888889,16.112222222222222
Avg.2023,USA,Q2,d3,2023,46.22999999999999,37.121111111111105,36.44,37.375555555555557,44.764444444444443,73.134444444444455,99.155555555555537,88.421111111111102,82.642222222222216,81.27000000000001,70.62,70.778888888888886,71.174444444444447,71.11666666666666,71.184444444444438,71.645555555555546,60.442222222222213,79.649999999999991,300.33222222222224,303.7788888888889,300.42555555555555,98.001111111111115,75.531111111111102,63.213333333333331
Avg.2023,USA,Q2,d4,2023,35.121111111111105,32.882222222222225,32.871111111111105,32.38333333333334,40.221111111111114,53.887777777777778,67.544444444444437,64.896666666666661,64.713333333333324,62.021111111111118,42.911111111111119,42.888888888888886,41.262222222222221,41.199999999999989,41.23,41.25555555555556,53.986666666666672,132.57666666666668,170.10777777777778,185.38111111111112,158.49222222222224,62.786666666666669,50.694444444444443,33.534444444444446
Avg.2023,USA,Q2,d5,2023,17.174444444444447,15.902222222222223,15.853333333333332,15.868888888888891,25.177777777777781,32.36888888888889,62.823333333333331,58.277777777777779,62.029999999999987,48.841111111111118,52.225555555555552,51.730000000000011,46.596666666666671,45.235555555555557,45.158888888888896,39.953333333333347,28.695555555555554,84.728888888888889,168.2544444444444,114.9088888888889,79.567777777777778,28.647777777777776,18.420000000000002,15.823333333333332
Avg.2023,USA,Q3,d1,2023,77.921111111111117,67.656666666666666,60.875555555555565,67.631111111111125,82.178888888888892,88.109999999999985,60.134444444444448,62.083333333333336,63.702222222222225,63.037777777777769,62.777777777777779,64.427777777777777,61.663333333333334,54.017777777777773,56.25222222222223,63.055555555555557,62.658888888888882,183.57,268.49555555555554,290.17777777777775,277.22888888888889,187.57888888888888,126.02000000000001,117.31
Avg.2023,USA,Q3,d2,2023,66.786666666666662,64.943333333333328,63.245555555555562,63.295555555555552,71.708888888888879,92.21,154.46666666666667,143.62,148.8144444444444,133.73777777777778,90.545555555555566,95.98888888888888,91.29,78.942222222222199,75.916666666666671,95.73888888888888,157.20222222222222,262.44777777777773,252.95555555555549,248.93222222222221,250.4411111111111,212.91777777777776,76.817777777777778,67.709999999999994
Avg.2023,USA,Q3,d3,2023,25.033333333333331,24.08,24.072222222222223,24.075555555555557,25.092222222222219,25.952222222222222,32.034444444444439,33.198888888888895,35.657777777777781,32.521111111111111,24.153333333333332,23.214444444444442,22.64222222222222,22.401111111111113,22.308888888888887,22.502222222222223,22.902222222222221,90.627777777777794,135.97333333333333,73.825555555555567,31.785555555555554,24.361111111111111,25.075555555555557,24.068888888888889
Avg.2023,USA,Q3,d4,2023,20.461111111111112,17.598888888888887,17.587777777777777,18.078888888888891,34.927777777777777,44.094444444444449,88.99666666666667,67.954444444444448,88.282222222222217,62.881111111111117,50.231111111111112,38.365555555555559,33.146666666666675,29.828888888888894,29.793333333333333,27.165555555555553,34.308888888888887,158.68666666666664,206.41666666666663,191.6633333333333,91.473333333333329,33.537777777777784,29.995555555555555,20.312222222222221
Avg.2023,USA,Q3,d5,2023,33.913333333333334,30.966666666666665,29.655555555555551,31.168888888888887,48.317777777777764,57.068888888888893,96.508888888888876,96.92,107.30555555555556,93.711111111111109,78.26444444444445,64.148888888888891,51.833333333333336,41.45,43.75888888888889,41.36666666666666,77.973333333333329,190.43222222222221,206.06777777777779,186.48333333333332,143.7211111111111,48.756666666666668,48.998888888888892,32.732222222222219
Avg.2023,USA,Q4,d1,2023,159.30888888888887,156.56333333333333,152.13888888888891,152.0288888888889,156.08666666666667,182.2188888888889,187.96444444444444,180.18444444444444,185.3122222222222,200.27222222222224,180.89555555555557,180.92111111111114,176.45222222222222,175.88444444444445,179.24444444444444,184.48888888888891,210.31999999999996,203.46777777777777,261.37222222222221,259.47222222222217,259.66333333333336,290.99888888888887,186.02111111111111,187.35777777777778
Avg.2023,USA,Q4,d2,2023,98.183333333333337,92.565555555555562,78.176666666666677,80.36999999999999,94.176666666666662,171.60111111111112,208.84444444444443,205.71777777777777,182.69,182.70555555555555,181.79777777777775,178.73555555555555,171.46777777777777,169.85666666666665,172.12555555555554,172.14444444444445,195.33444444444442,242.06666666666666,297.05555555555554,297.06,267.06222222222215,270.98555555555555,175.82222222222219,136.00777777777776
Avg.2023,USA,Q4,d3,2023,40.707499999999996,35.021250000000002,30.08,30.076250000000002,42.641250000000007,56.274999999999999,57.684999999999995,54.919999999999995,72.763750000000002,69.261250000000004,61.346249999999998,57.651250000000005,61.606250000000003,57.71875,56.052500000000002,60.868749999999999,83.988749999999996,140.14499999999998,280.02749999999997,294.01874999999995,281.43124999999998,144.77000000000001,115.27000000000001,71.341250000000002
Avg.2023,USA,Q4,d4,2023,169.06444444444443,169.04555555555555,165.68888888888887,165.68333333333334,169.03444444444443,158.7788888888889,207.8,202.22777777777779,205.23333333333335,212.49333333333334,201.11444444444444,201.12444444444444,206.78333333333333,210.39666666666665,201.70666666666665,210.88888888888886,222.06666666666666,248.22222222222223,281.68888888888893,295.86666666666667,295.86111111111109,255.31444444444449,227.05666666666664,215.91777777777776
Avg.2023,USA,Q4,d5,2023,58.82222222222223,58.489999999999995,54.195555555555551,52.698888888888881,62.47,58.313333333333325,64.647777777777776,70.234444444444449,69.364444444444445,69.3,60.032222222222217,60.187777777777782,62.10777777777777,62.089999999999996,61.34,62.717777777777783,65.977777777777774,74.983333333333334,124.19666666666664,165.91222222222223,175.08111111111111,100.25444444444446,74.273333333333341,54.015555555555551
Max.2020,USA,Q1,d1,2020,5.4488888888888889,5.4488888888888889,5.4488888888888889,5.4488888888888889,5.4488888888888889,5.4488888888888889,8.8999999999999986,9.9966666666666661,9.9966666666666661,9.9966666666666661,8.9011111111111116,8.9011111111111116,8.7766666666666655,8.7733333333333334,8.775555555555556,8.7744444444444447,8.7766666666666655,8.9011111111111116,11.665555555555555,31.155555555555551,31.256666666666668,19.365555555555556,5.8211111111111116,5.4488888888888889
Max.2020,USA,Q1,d2,2020,9.2711111111111109,9.2711111111111109,9.2711111111111109,9.2711111111111109,9.2711111111111109,10.604444444444445,25.80777777777778,19.325555555555557,19.324444444444442,19.243333333333332,13.735555555555557,13.756666666666668,13.756666666666668,13.735555555555557,13.735555555555557,13.756666666666668,16.804444444444446,7.2188888888888885,31.122222222222224,31.333333333333332,31.333333333333332,19.350000000000001,9.9077777777777776,9.7777777777777786
Max.2020,USA,Q1,d3,2020,5.4488888888888889,5.4488888888888889,5.4488888888888889,5.4488888888888889,5.4499999999999993,5.4488888888888889,8.8999999999999986,9.9977777777777774,10,10,8.9044444444444437,8.9022222222222229,8.9011111111111116,8.7733333333333334,8.775555555555556,8.9011111111111116,8.7766666666666655,8.9011111111111116,30.65666666666667,31.181111111111111,31.169999999999998,19.274444444444445,5.4544444444444444,5.4488888888888889
Max.2020,USA,Q1,d4,2020,8.8444444444444432,4.1544444444444446,4.1588888888888889,4.137777777777778,4.1877777777777778,10.057777777777778,7.2188888888888885,9.9955555555555549,9.9966666666666661,9.9977777777777774,7.2200000000000006,7.2200000000000006,7.2211111111111101,7.2200000000000006,7.2200000000000006,7.2200000000000006,7.2188888888888885,7.2188888888888885,11.552222222222222,31.266666666666666,31.333333333333332,20.468888888888888,15.468888888888889,8.974444444444444
Max.2020,USA,Q1,d5,2020,8.8444444444444432,6.0100000000000007,6.017777777777777,6.017777777777777,6.017777777777777,10.247777777777777,7.2188888888888885,9.9955555555555549,9.9955555555555549,9.9955555555555549,7.2177777777777772,7.2177777777777772,7.2177777777777772,7.2177777777777772,7.2188888888888885,7.2188888888888885,7.2188888888888885,7.2188888888888885,15.42,31.266666666666666,31.333333333333332,20.468888888888888,9.1211111111111123,8.7077777777777783
Max.2020,USA,Q2,d1,2020,2.7866666666666666,2.7833333333333332,2.7833333333333332,2.7822222222222219,2.7833333333333332,2.7844444444444445,3.6877777777777774,7.7711111111111109,7.5111111111111102,7.5111111111111102,7.2166666666666668,7.2333333333333325,7.1999999999999993,7.1777777777777771,7.1866666666666674,7.1511111111111108,7.1288888888888886,7.1244444444444452,19.935555555555553,10.01,7.7766666666666664,7.6433333333333344,2.8155555555555556,2.7855555555555558
Max.2020,USA,Q2,d2,2020,2.2177777777777781,2.2177777777777781,2.2177777777777781,2.2177777777777781,2.2188888888888889,2.221111111111111,3.3322222222222222,7.2144444444444451,7.2266666666666675,6.6633333333333331,6.6622222222222227,6.66,6.1022222222222222,6.1011111111111109,6.1,6.1,6.1088888888888881,22.022222222222222,24.517777777777777,15.551111111111112,6.6655555555555557,6.6611111111111114,2.2222222222222223,2.2177777777777781
Max.2020,USA,Q2,d3,2020,2.3333333333333335,2.33,2.33,2.33,2.33,2.33,2.33,5.6633333333333331,5.7977777777777781,5.7977777777777781,5.6577777777777776,5.6588888888888889,5.6577777777777776,5.6577777777777776,5.6577777777777776,5.6577777777777776,5.6588888888888889,5.6611111111111114,9.8566666666666656,10.177777777777777,7.1877777777777778,5.6655555555555557,2.5733333333333333,2.57
Max.2020,USA,Q2,d4,2020,2.77,2.7677777777777779,2.6733333333333333,2.6555555555555554,2.7677777777777779,2.77,2.7688888888888892,6.1,6.1044444444444439,6.1044444444444439,5.8788888888888886,5.554444444444445,5.554444444444445,5.554444444444445,5.554444444444445,5.5533333333333328,5.554444444444445,17.902222222222221,32.888888888888886,30.292222222222222,6.8388888888888886,5.8855555555555554,2.7744444444444443,2.7733333333333334
Max.2020,USA,Q2,d5,2020,2.2188888888888889,2.2177777777777781,2.2177777777777781,2.2177777777777781,2.2200000000000002,2.5455555555555556,3.8811111111111112,7.2200000000000006,7.2222222222222223,7.2188888888888885,6.6655555555555557,6.6644444444444444,6.6622222222222227,6.66,6.6611111111111114,6.66,6.6633333333333331,24.45888888888889,25.89,15.552222222222222,7.2155555555555555,6.6611111111111114,2.6277777777777778,2.2200000000000002
Max.2020,USA,Q3,d1,2020,2.7966666666666669,2.7766666666666664,2.7766666666666664,2.7766666666666664,2.7744444444444443,4.4977777777777774,4.4411111111111108,7.2188888888888885,7.2188888888888885,7.2200000000000006,7.3888888888888893,7.2266666666666675,7.2266666666666675,7.2166666666666668,7.2222222222222223,6.8922222222222222,6.8955555555555561,11.112222222222222,11.12,10,7.1055555555555561,7.1055555555555561,3.1022222222222222,2.7833333333333332
Max.2020,USA,Q3,d2,2020,2.6622222222222223,2.661111111111111,2.661111111111111,2.661111111111111,2.6633333333333331,2.7733333333333334,4.4444444444444446,8.1300000000000008,8.1311111111111121,7.7688888888888892,6.6611111111111114,6.66,6.66,6.6588888888888889,6.6588888888888889,6.6588888888888889,6.6611111111111114,32.99111111111111,32.993333333333332,32.992222222222225,7.2211111111111101,6.6611111111111114,2.7755555555555556,2.6644444444444444
Max.2020,USA,Q3,d3,2020,2.3633333333333333,2.3544444444444448,2.342222222222222,2.3611111111111112,2.4388888888888887,2.528888888888889,3.8888888888888888,7.9899999999999993,19.055555555555557,7.9888888888888898,6.8822222222222216,6.8855555555555554,6.8777777777777773,6.6633333333333331,6.6611111111111114,6.6644444444444444,6.6655555555555557,23.324444444444442,23.328888888888891,14.106666666666666,7.7744444444444447,6.666666666666667,2.4644444444444442,2.4333333333333331
Max.2020,USA,Q3,d4,2020,2.4344444444444444,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.431111111111111,2.76,4.2177777777777781,20.537777777777777,20.54111111111111,7.2222222222222223,6.66,6.5166666666666666,6.4444444444444446,6.4422222222222221,6.4422222222222221,6.4422222222222221,6.6588888888888889,24.574444444444442,25.007777777777775,23.101111111111109,7.2200000000000006,6.6611111111111114,2.76,2.7611111111111111
Max.2020,USA,Q3,d5,2020,2.4377777777777778,2.4355555555555557,2.4344444444444444,2.4355555555555557,2.4355555555555557,2.77,4.434444444444444,20.537777777777777,20.54111111111111,7.2211111111111101,6.6655555555555557,6.6633333333333331,6.6622222222222227,6.6611111111111114,6.6622222222222227,6.66,6.6611111111111114,33.231111111111112,33.28,33.270000000000003,7.2200000000000006,7.2122222222222216,2.77,2.7611111111111111
Max.2020,USA,Q4,d1,2020,4.8266666666666662,4.818888888888889,4.8144444444444439,4.8088888888888892,4.8233333333333333,5.2288888888888891,5.2311111111111108,21.218888888888888,22.268888888888888,22.697777777777777,14.027777777777779,14.017777777777777,14.01,14.008888888888889,14.008888888888889,14.008888888888889,14.03,32.99111111111111,32.823333333333338,32.823333333333338,20.233333333333334,22.545555555555556,4.8633333333333333,4.8322222222222226
Max.2020,USA,Q4,d2,2020,4.47,4.46,3.3855555555555554,3.3855555555555554,3.3866666666666667,3.3833333333333333,4.4444444444444446,7.767777777777777,21.935555555555553,21.895555555555557,6.7122222222222216,6.7122222222222216,6.7133333333333338,6.7122222222222216,6.7133333333333338,6.7133333333333338,6.7122222222222216,6.7111111111111112,33.270000000000003,33.25,7.5544444444444441,7.6055555555555561,4.568888888888889,4.4733333333333327
Max.2020,USA,Q4,d3,2020,3.75,3.7487499999999998,3.7487499999999998,3.7487499999999998,3.98875,3.99125,5.2424999999999997,8.7387499999999996,8.7412500000000009,8.7412500000000009,8.7412500000000009,8.7412500000000009,8.7412500000000009,8.7387499999999996,8.7412500000000009,8.74,8.7375000000000007,14.98875,15.61375,12.4975,8.4987499999999994,8.74,3.98875,3.7487499999999998
Max.2020,USA,Q4,d4,2020,5.6366666666666667,5.6266666666666669,5.6177777777777784,5.6144444444444446,5.6211111111111114,5.804444444444445,5.8977777777777778,21.113333333333333,22.213333333333331,22.527777777777779,13.985555555555557,13.985555555555557,13.985555555555557,13.985555555555557,13.985555555555557,13.991111111111111,13.995555555555555,32.106666666666662,33.223333333333329,33.213333333333338,14.005555555555555,14.011111111111111,9.2377777777777776,5.6422222222222222
Max.2020,USA,Q4,d5,2020,5.6822222222222223,5.681111111111111,5.681111111111111,5.681111111111111,5.68,5.5733333333333333,5.5766666666666662,22.513333333333335,22.513333333333335,22.74,14.08,14.08,14.076666666666666,14.076666666666666,14.076666666666666,14.076666666666666,14.058888888888889,33.276666666666671,30.015555555555554,30.02,12.232222222222223,12.241111111111111,8.8888888888888893,5.6822222222222223
Max.2021,USA,Q1,d1,2021,6.2088888888888896,6.1688888888888895,6.0988888888888892,6.0766666666666662,6.0766666666666662,5.18,5.565555555555556,11.113333333333333,11.112222222222222,11.113333333333333,6.8855555555555554,6.8855555555555554,6.8866666666666667,6.8866666666666667,6.8844444444444441,6.8844444444444441,6.8822222222222216,6.88,10.015555555555556,10.57,12.458888888888888,18.895555555555557,8.6944444444444446,6.4477777777777776
Max.2021,USA,Q1,d2,2021,6.4522222222222219,5.2422222222222219,5.2411111111111115,5.2422222222222219,5.2422222222222219,5.2377777777777776,5.6644444444444444,11.126666666666667,10.565555555555555,22.674444444444443,6.8866666666666667,6.8866666666666667,6.8866666666666667,6.8866666666666667,6.8855555555555554,6.8855555555555554,6.8866666666666667,6.8888888888888893,10.003333333333334,20.982222222222223,18.894444444444446,12.337777777777779,7.1833333333333336,6.4544444444444444
Max.2021,USA,Q1,d3,2021,6.3677777777777784,6.195555555555555,6.08,6.0566666666666666,6.0455555555555556,5.5644444444444439,5.5622222222222222,11.376666666666667,11.377777777777778,11.378888888888888,6.6766666666666667,6.677777777777778,6.677777777777778,6.6766666666666667,6.68,6.6788888888888884,6.6755555555555555,6.6744444444444442,10.015555555555556,21.113333333333333,20.787777777777777,22.004444444444445,6.3288888888888888,6.4477777777777776
Max.2021,USA,Q1,d4,2021,8.8466666666666676,8.8466666666666676,8.8466666666666676,8.8466666666666676,8.8466666666666676,10.18,22.432222222222222,22.338888888888889,22.342222222222222,22.696666666666669,14.03,14.03,14.03,14.023333333333333,14.023333333333333,14.023333333333333,14.03,33.283333333333331,18.894444444444446,18.894444444444446,22.677777777777777,22.675555555555558,8.8555555555555561,8.8555555555555561
Max.2021,USA,Q1,d5,2021,5.8522222222222222,6.6677777777777774,6.6688888888888895,5.6266666666666669,6.6677777777777774,5.2399999999999993,6.4466666666666672,13.94,14.75888888888889,22.672222222222224,14.016666666666667,14.016666666666667,14.011111111111111,14.008888888888889,14.01,14.005555555555555,14.004444444444445,33.227777777777781,10.014444444444443,18.89777777777778,27.503333333333334,22.673333333333332,8.8355555555555547,6.6711111111111112
