,,,Load,PV,Wind,Load_PV_corr,Load_Wind_corr,PV_Wind_corr
1,69,17,0.4383,0.2333,0.037,0.07309854858168191,0.12981022963382874,0.12458856623653024
1,69,18,0.4286,0.6476,0.5704,-0.04268732800114327,-0.01800623097465703,0.009418404007109499
1,69,19,0.4383,0.81,0.4666,-0.08605623391831808,0.011251369633828745,-0.012713005784557155
1,69,20,0.4668,0.8081,0.9573,-0.07669898488630589,-0.11134654432577491,0.13944523976041237
1,69,21,0.5123,0.519,0.824,-0.004206370554496947,-0.06395144020865091,0.006594207734243634
1,69,22,0.5714,0.7008,0.3613,-0.028950217482850597,0.02086968336985517,-0.02959751190498398
1,69,23,0.6403,0.6572,0.5663,-0.011763962708968496,-0.00435938189564279,0.00937148917225178
1,70,0,0.7143,0.4312,0.6194,-1.6743451473612574e-06,2.8007618775465607e-06,-0.007503107293703512
1,70,1,0.7882,0.5024,0.1537,0.0003124213992632052,-0.0261450196281123,-0.0014946760614880346
1,70,2,0.8571,0.4347,0.2301,-0.009065646326854682,-0.039601019893610256,0.01759935200380667
1,70,3,0.9163,0.3367,0.8858,-0.032621745635797776,0.07645241673240602,-0.0611066090810511
1,70,4,0.9617,0.358,0.294,-0.0346825039233994,-0.05279295469798018,0.029908818366865604
1,70,5,0.9903,0.233,0.5722,-0.07319459977197662,0.01789483188992634,-0.017191343820634426
1,70,6,1.0,0.0161,0.5682,-0.13774053818915144,0.017380787498412115,-0.02932477864659989
1,70,7,0.9903,0.7207,0.197,0.061422792728023354,-0.08566974811007365,-0.06906534914202667
1,70,8,0.9617,0.7842,0.1244,0.0707700310766006,-0.09475623469798017,-0.10953931566514657
1,70,9,0.9163,0.2831,0.3903,-0.043450285635797774,-0.023650970767594003,0.025178588274131854
1,70,10,0.8571,0.2207,0.0878,-0.039630196326854675,-0.05992501739361025,0.11641955291081885
1,70,11,0.7882,0.9876,0.9877,0.036180831399263216,0.035508430371887716,0.23508631634196725
1,70,12,0.7143,0.8786,0.3417,9.510654852662346e-06,-4.141738122468089e-06,-0.06302502683638643
1,70,13,0.6403,0.8608,0.5804,-0.0268252727089685,-0.0054024293956427905,0.026482763239833094
1,70,14,0.5714,0.5887,0.2441,-0.012933929982850602,0.037614633369855176,-0.023832788113063254
1,70,15,0.5123,0.7755,0.6943,-0.05601295805449694,-0.03775528270865093,0.05184071722230259
1,70,16,0.4668,0.1004,0.4646,0.09843907261369413,0.01058438817422509,0.017012596695117607
1,70,17,0.4383,0.3543,0.7127,0.03970557358168192,-0.05666607786617124,-0.02954167691895759
1,70,18,0.4286,0.3043,0.9373,0.055384899498856714,-0.12282038847465704,-0.08335225747790069
1,70,19,0.4383,0.966,0.8372,-0.12910833391831805,-0.09102496536617126,0.15430333586686562
1,70,20,0.4668,0.5877,0.1023,-0.022155494886305884,0.10024458067422509,-0.036264332912351864
1,70,21,0.5123,0.5595,0.9375,-0.012386358054496944,-0.08687560270865093,0.026378265006855414
1,70,22,0.5714,0.4405,0.9108,0.008240145017149394,-0.05764012913014482,-0.023267370912860037
1,70,23,0.6403,0.8889,0.1775,-0.0289039702089685,0.024402098104357218,-0.12888866401499416
1,71,0,0.7143,0.9377,0.5061,1.0988154852665464e-05,-3.1738122459415796e-08,-0.0005579894469047175
1,71,1,0.7882,0.0397,0.6091,-0.0338926761007368,0.007520425371887706,-0.04664075809527872
1,71,2,0.8571,0.0815,0.7748,-0.05951143632685467,0.03819575760638974,-0.11143127387271778
1,71,3,0.9163,0.8297,0.2821,0.06697657936420223,-0.04551007576759399,-0.07468274823755511
1,71,4,0.9617,0.8754,0.5832,0.09333519107660058,0.01876235530201984,0.028605241519812776
1,71,5,0.9903,0.2963,0.9848,-0.055722217271976626,0.1317827468899263,-0.09638070705869338
1,71,6,1.0,0.3514,0.28,-0.04193694568915144,-0.06496515750158789,0.03337189051371519
1,71,7,0.9903,0.5475,0.4243,0.013615262728023356,-0.022929265610073662,-0.004097503509404725
1,71,8,0.9617,0.9663,0.0961,0.11582612357660062,-0.10175836219798017,-0.19252603744233154
1,71,9,0.9163,0.2647,0.1936,-0.047167545635797774,-0.063389288267594,0.07325696515167252
1,71,10,0.8571,0.0295,0.5152,-0.06693833632685467,0.0011183876063897396,-0.003669938567839704
1,71,11,0.7882,0.4377,0.5626,-0.004470526100736795,0.004082912871887706,-0.0033399970307462
1,71,12,0.7143,0.0002,0.8337,-1.2449345147383996e-05,8.158261877557868e-06,-0.16250402866565478
1,71,13,0.6403,0.9139,0.0444,-0.0307533452089685,0.03424817060435722,-0.19246855857292097
1,71,14,0.5714,0.1063,0.5307,0.055988970017149385,-0.0033333416301448144,-0.009142602071396597
1,71,15,0.5123,0.8946,0.8278,-0.08006818055449694,-0.06471894520865093,0.12702703372001597
1,71,16,0.4668,0.8257,0.5292,-0.08105454488630588,-0.005402496825774908,0.00715005242555463
1,71,17,0.4383,0.96,0.9633,-0.12745248391831807,-0.12582541286617124,0.21056063609298348
1,71,18,0.4286,0.7405,0.601,-0.0692265355011433,-0.026747885974657017,0.022689116683684705
1,71,19,0.4383,0.4365,0.7897,0.017020428581681922,-0.07791615286617123,-0.01741239491946572
1,71,20,0.4668,0.4595,0.8246,0.00957080011369411,-0.07850661182577491,-0.012268509817839699
1,71,21,0.5123,0.4083,0.1935,0.01815226194550306,0.06339379729134909,0.028208648756855442
1,71,22,0.5714,0.7697,0.2053,-0.0387943049828506,0.04315818336985516,-0.08201978845096976
1,71,23,0.6403,0.3305,0.4654,0.012403669791031509,0.0031046956043572146,0.007037189971286324
1,72,0,0.7143,0.8237,0.4523,8.138154852659449e-06,-1.3767381224622546e-06,-0.017926572851376266
1,72,1,0.7882,0.4542,0.5574,-0.003250763600736793,0.003698502871887707,-0.0022000304009189633
1,72,2,0.8571,0.2082,0.999,-0.04141550882685468,0.07021712260638974,-0.14255995995884582
1,72,3,0.9163,0.1874,0.0339,-0.06278407813579777,-0.095652680767594,0.14714192622763797
1,72,4,0.9617,0.5805,0.5228,0.020369558576600603,0.0038178853020198367,0.0012703322883595024
1,72,5,0.9903,0.4565,0.8514,-0.011503012271976632,0.09496101188992633,-0.01433705924111206
1,72,6,1.0,0.0835,0.2894,-0.11848267318915143,-0.0622793425015879,0.09038625245858306
1,72,7,0.9903,0.6327,0.7241,0.03713259272802337,0.05982302938992631,0.029155925962139985
1,72,8,0.9617,0.3093,0.0857,-0.0467321014233994,-0.10433158219798018,0.07964232799720096
1,72,9,0.9163,0.6867,0.6306,0.038087004364202225,0.024895636732406013,0.023232172468745683
1,72,10,0.8571,0.1669,0.1924,-0.04731418132685467,-0.04498552239361025,0.10434115325380665
1,72,11,0.7882,0.5941,0.3547,0.007091343899263207,-0.011286094628112297,-0.01464500647942504
1,72,12,0.7143,0.7162,0.4406,5.450654852653777e-06,-1.6692381224628716e-06,-0.014557505395837646
1,72,13,0.6403,0.9041,0.8417,-0.0300283902089685,-0.02473209689564279,0.13571349733155055
1,72,14,0.5714,0.1307,0.2769,0.05250282001714939,0.03292833336985517,0.08469151345705869
1,72,15,0.5123,0.6752,0.1134,-0.03575486555449695,0.07957199479134909,-0.06974292558638642
1,72,16,0.4668,0.3993,0.1118,0.024468795113694118,0.09789356817422509,0.039111464422505855
1,72,17,0.4383,0.325,0.9723,0.047791641081681914,-0.12830918786617124,-0.08051377984959784
1,72,18,0.4286,0.7442,0.0703,-0.07028353300114328,0.12485983652534298,-0.10753055177032948
1,72,19,0.4383,0.5323,0.1487,-0.009417976418318076,0.09898382213382874,-0.012240025826477884
1,72,20,0.4668,0.5378,0.7976,-0.009806492386305871,-0.07182478682577491,0.01150072914176394
1,72,21,0.5123,0.0824,0.7486,0.08397591444550306,-0.04872252520865093,-0.10029731273069543
1,72,22,0.5714,0.2723,0.434,0.03227172001714939,0.010482670869855177,0.01657225382545299
1,72,23,0.6403,0.7013,0.6377,-0.015026260208968498,-0.009641196895642792,0.02647353338337984
1,73,0,0.7143,0.4298,0.7664,-1.7093451473613314e-06,6.4757618775543166e-06,-0.01771089942530921
1,73,1,0.7882,0.3143,0.2469,-0.013592871100736793,-0.019255209628112297,0.047893522862546486
1,73,2,0.8571,0.3647,0.8922,-0.019063396326854675,0.05496341260638973,-0.05136478813592913
1,73,3,0.9163,0.2096,0.4927,-0.05829912313579778,-0.002963610767593991,0.004233240630585089
1,73,4,0.9617,0.4418,0.1006,-0.013948288923399395,-0.10064494969798017,0.022931146240341208
1,73,5,0.9903,0.9079,0.3462,0.11309467272802336,-0.04448681811007366,-0.06603537604243317
1,73,6,1.0,0.0235,0.7905,-0.13562617318915143,0.0808974549984121,-0.13439462018115272
1,73,7,0.9903,0.0402,0.2429,-0.1264122197719766,-0.07300020061007366,0.12112011486076803
1,73,8,0.9617,0.1087,0.3885,-0.0963655564233994,-0.029411292197980173,0.046296566267018016
1,73,9,0.9163,0.5398,0.1335,0.008409531864202216,-0.075530990767594,-0.015562765413622174
1,73,10,0.8571,0.6109,0.0888,0.016100118673145317,-0.05978219239361025,-0.04718374951042097
1,73,11,0.7882,0.9897,0.7941,0.036336073899263216,0.021196550371887713,0.14093553916081888
1,73,12,0.7143,0.1516,0.8422,-8.664345147376009e-06,8.370761877558315e-06,-0.11604347208537018
1,73,13,0.6403,0.2029,0.0657,0.02184287979103151,0.03267250310435722,0.13041344156427415
1,73,14,0.5714,0.757,0.9258,-0.0369797924828506,-0.059783254130144806,0.10830076736838996
1,73,15,0.5123,0.504,0.0484,-0.0011767455544969435,0.09270036979134909,-0.002674045540654713
1,73,16,0.4668,0.7761,0.2577,-0.06877978488630589,0.0617869656742251,-0.06938970083918114
1,73,17,0.4383,0.1666,0.4633,0.0915060810816819,0.012162087133828752,0.014612300094507862
1,73,18,0.4286,0.8754,0.5891,-0.10776409300114327,-0.02334835347465701,0.030830876065036317
1,73,19,0.4383,0.133,0.1606,0.1007788410816819,0.09569971963382876,0.12663114717530055
1,73,20,0.4668,0.7267,0.8894,-0.05655451988630589,-0.0945429918257749,0.08730397050736355
1,73,21,0.5123,0.659,0.9217,-0.03248287055449695,-0.08368439770865092,0.0666351934125973
1,73,22,0.5714,0.6678,0.3918,-0.024235342482850593,0.01651199586985518,-0.019603618663114067
1,73,23,0.6403,0.8123,0.7423,-0.023237485208968497,-0.017378981895642787,0.0737978160231156
1,75,0,0.7143,0.7646,0.0707,6.66065485265633e-06,-1.0916738122482386e-05,-0.11634019960061404
1,75,1,0.7882,0.1707,0.7871,-0.024208501100736798,0.020679075371887713,-0.09160440330615273
1,75,2,0.8571,0.0906,0.2011,-0.05821172882685467,-0.043742944893610254,0.12482743589227209
1,75,3,0.9163,0.3805,0.6058,-0.023773050635797773,0.019885416732406007,-0.011582688621193358
1,75,4,0.9617,0.1591,0.6041,-0.08389533642339941,0.02393353780201982,-0.03279877033867303
1,75,5,0.9903,0.1232,0.2074,-0.10350214477197661,-0.08279908811007365,0.11248071440345093
1,75,6,1.0,0.7512,0.4968,0.07229590931084856,-0.0030199775015878907,-0.0026743666585408955
1,75,7,0.9903,0.6253,0.624,0.03509000772802335,0.032192926889926324,0.014826788416408273
1,75,8,0.9617,0.2298,0.258,-0.0664023889233994,-0.06170025469798018,0.06692424847103226
1,75,9,0.9163,0.239,0.6901,-0.052359588135797774,0.03691612423240601,-0.04735895268496371
1,75,10,0.8571,0.9291,0.63,0.06154703367314532,0.01751469760638974,0.05284468391691642
1,75,11,0.7882,0.8174,0.9188,0.023598796399263215,0.03041499787188771,0.13133938470578835
1,75,12,0.7143,0.6351,0.7966,3.423154852649499e-06,7.23076187755591e-06,0.039603228175046475
1,75,13,0.6403,0.0562,0.1846,0.032695012291031514,0.02387687560435722,0.14265567534603227
1,75,14,0.5714,0.9412,0.1851,-0.0632973674828506,0.04604425836985517,-0.14277384109197586
1,75,15,0.5123,0.7917,0.906,-0.059284953054496936,-0.08051339020865093,0.11700848621112371
1,75,16,0.4668,0.0725,0.0351,0.10534362511369412,0.11687490067422508,0.20103276607138795
1,75,17,0.4383,0.9097,0.7571,-0.11357094141831806,-0.06891936786617124,0.10277063197077818
1,75,18,0.4286,0.607,0.9151,-0.031088923001143277,-0.11647840347465703,0.04437175582621517
1,75,19,0.4383,0.9996,0.8717,-0.13838109391831807,-0.10054610286617124,0.18268484352692657
1,75,20,0.4668,0.6632,0.879,-0.04083985738630589,-0.09196925182577491,0.061328762919711115
1,75,21,0.5123,0.0312,0.6787,0.09431703444550306,-0.03460447270865092,-0.08000684402388644
1,75,22,0.5714,0.6373,0.3332,-0.019877654982850598,0.024884470869855173,-0.024231543128307154
1,75,23,0.6403,0.9097,0.7637,-0.030442650208968493,-0.018962046895642792,0.10548670485187576
1,76,0,0.7143,0.5155,0.7403,4.331548526431884e-07,5.823261877552939e-06,0.00403579862474159
1,76,1,0.7882,0.9296,0.6219,0.03189318139926321,0.008466665371887708,0.04941144698221114
1,76,2,0.8571,0.5981,0.6416,0.014271958673145312,0.01917146760638973,0.0134131405099042
1,76,3,0.9163,0.9078,0.2403,0.08275473186420224,-0.053954720767594,-0.10939867304573601
1,76,4,0.9617,0.2013,0.4001,-0.0734540014233994,-0.02654116219798017,0.031845512113054614
1,76,5,0.9903,0.0984,0.2426,-0.11034756477197663,-0.07308300811007365,0.10584792065345094
1,76,6,1.0,0.5046,0.3854,0.001836124310848579,-0.03484974250158789,-0.00078379984197587
1,76,7,0.9903,0.7826,0.8327,0.07850874022802334,0.08979934438992632,0.09253250885975176
1,76,8,0.9617,0.0856,0.4657,-0.1020810739233994,-0.010310082197980174,0.017191754477129808
1,76,9,0.9163,0.9342,0.1577,0.08808819186420223,-0.07064198576759399,-0.15246507213618316
1,76,10,0.8571,0.9557,0.4334,0.06534617867314531,-0.010564697393610257,-0.03384299520655918
1,76,11,0.7882,0.3943,0.1644,-0.007678871100736795,-0.025354022128112302,0.035625549856957074
1,76,12,0.7143,0.9757,0.0537,1.193815485266747e-05,-1.1341738122483284e-05,-0.21663908160645756
1,76,13,0.6403,0.6653,0.2194,-0.012363160208968495,0.021302545604357213,-0.04812725071468926
1,76,14,0.5714,0.6183,0.7439,-0.017163029982850596,-0.033794291630144815,0.028413505763969237
1,76,15,0.5123,0.1862,0.8439,0.06301090944550307,-0.06797074270865093,-0.10498869311687427
1,76,16,0.4668,0.4044,0.3687,0.02320667261369412,0.034317240674225084,0.013003569111276165
1,76,17,0.4383,0.9414,0.1201,-0.12231934891831807,0.10687670713382874,-0.17164799761382543
1,76,18,0.4286,0.3559,0.6142,0.040644069498856725,-0.030518795974657016,-0.01519917827820555
1,76,19,0.4383,0.7032,0.2759,-0.05658210391831808,0.06387980213382875,-0.047457315741366114
1,76,20,0.4668,0.7956,0.9269,-0.07360554738630588,-0.1038233043257749,0.12477935252082897
1,76,21,0.5123,0.9727,0.0435,-0.09584242805449696,0.09369004729134908,-0.22011824021164048
1,76,22,0.5714,0.1568,0.0948,0.04877378251714939,0.058945870869855164,0.14084042891056478
1,76,23,0.6403,0.4552,0.0418,0.0031789872910315082,0.03444050560435722,0.02000729439328838
1,78,0,0.7143,0.1285,0.7508,-9.241845147377228e-06,6.0857618775534944e-06,-0.08998987020147793
1,78,1,0.7882,0.0297,0.2686,-0.0346319261007368,-0.017651037128112296,0.1118572680607172
1,78,2,0.8571,0.951,0.5859,0.06467490117314531,0.011216115106389736,0.03556065616158104
1,78,3,0.9163,0.5804,0.1889,0.016611746864202234,-0.064338805767594,-0.0261865369710409
1,78,4,0.9617,0.7753,0.2879,0.0685679485766006,-0.05430224719798018,-0.06082075415727057
1,78,5,0.9903,0.0605,0.7703,-0.12080891227197663,0.07257538438992632,-0.11507778172332751
1,78,6,1.0,0.1446,0.4331,-0.10102487568915143,-0.021220660001587902,0.026259758580280224
1,78,7,0.9903,0.837,0.5275,0.09352450022802335,0.005556514389926322,0.006820732264223318
1,78,8,0.9617,0.7759,0.5817,0.06871640357660061,0.018391217802019827,0.020643519956042432
1,78,9,0.9163,0.0981,0.2798,-0.08082491063579778,-0.045974733267594,0.09104460593165217
1,78,10,0.8571,0.248,0.4998,-0.03573107382685468,-0.0010811173936102556,0.0018936968526379373
1,78,11,0.7882,0.2774,0.0422,-0.016320703600736796,-0.0343876571281123,0.10269724639786154
1,78,12,0.7143,0.1644,0.5037,-8.344345147375334e-06,-9.173812245954136e-08,0.0012247912911541876
1,78,13,0.6403,0.1067,0.1535,0.02895927479103151,0.02617749810435722,0.1385306497019774
1,78,14,0.5714,0.5617,0.3562,-0.009076304982850598,0.021598345869855172,-0.00960322458155919
1,78,15,0.5123,0.3272,0.5788,0.03453243444550306,-0.014427170208650919,-0.012212740184963681
1,78,16,0.4668,0.4794,0.4495,0.004646047613694118,0.01432126067422509,0.0010864312276379535
1,78,17,0.4383,0.8961,0.1688,-0.10981768141831807,0.09343672463382874,-0.13472568248298195
1,78,18,0.4286,0.5642,0.5778,-0.01886203300114329,-0.020120225974657017,0.004650256220016001
1,78,19,0.4383,0.2172,0.8802,0.0775417460816819,-0.10289189036617123,-0.10475559754268728
1,78,20,0.4668,0.627,0.6292,-0.031881262386305884,-0.0301499968257749,0.01569495643343063
1,78,21,0.5123,0.9275,0.3653,-0.08671315805449695,0.02869449229134908,-0.06099416842302259
1,78,22,0.5714,0.5529,0.0316,-0.007819004982850595,0.06797557086985516,-0.02603705536916078
1,78,23,0.6403,0.3208,0.6281,0.01312122729103151,-0.008931036895642789,-0.021414423856203527
1,79,0,0.7143,0.0286,0.4488,-1.1739345147382497e-05,-1.4642381224624392e-06,0.027502714715950956
1,79,1,0.7882,0.3748,0.0049,-0.009120408600736792,-0.0371450596281123,0.06199157763261763
1,79,2,0.8571,0.3702,0.9314,-0.018277858826854683,0.06056215260638973,-0.054264793713927124
1,79,3,0.9163,0.9582,0.682,0.09293679186420224,0.03527972173240602,0.0803345928358697
1,79,4,0.9617,0.6848,0.0213,0.04617598607660059,-0.12026575219798018,-0.09071330550254493
1,79,5,0.9903,0.8495,0.5645,0.09697481272802336,0.01576943938992633,0.020071432384904223
1,79,6,1.0,0.9969,0.3614,0.14249854181084856,-0.0417071425015879,-0.07279882560798194
1,79,7,0.9903,0.8292,0.1215,0.09137150522802337,-0.10650963561007365,-0.12773292024847993
1,79,8,0.9617,0.6792,0.8751,0.044790406076600606,0.09098571280201982,0.06656884836432495
1,79,9,0.9163,0.8885,0.3972,0.07885564936420222,-0.022256998267594,-0.04300205136001446
1,79,10,0.8571,0.9468,0.4714,0.0640750361731453,-0.00513734739361026,-0.016136871058947403
1,79,11,0.7882,0.3879,0.5147,-0.008151991100736793,0.0005419053718877095,-0.0008083593884697812
1,79,12,0.7143,0.5994,0.9925,2.530654852647617e-06,1.2128261877566248e-05,0.049107911639223324
1,79,13,0.6403,0.6878,0.5612,-0.014027597708968493,-0.00398210939564279,0.010207668120422514
1,79,14,0.5714,0.2804,0.6033,0.031114432517149394,-0.013706066630144812,-0.020891144664130345
1,79,15,0.5123,0.3053,0.0972,0.038955686945503054,0.08284398979134908,0.0791109573290099
1,79,16,0.4668,0.4015,0.6395,0.02392435011369411,-0.0326989893257749,-0.012773555902697416
1,79,17,0.4383,0.2283,0.5766,0.07447842358168191,-0.01910588036617125,-0.018683491799547022
1,79,18,0.4286,0.2438,0.8556,0.07266823699885673,-0.09948074097465703,-0.08858071127998404
1,79,19,0.4383,0.4037,0.4172,0.02607240858168192,0.024884534633828743,0.00851865819283104
1,79,20,0.4668,0.9686,0.6276,-0.11641872238630589,-0.029754036825774918,0.05655956481757701
1,79,21,0.5123,0.6035,0.6554,-0.021273258054496952,-0.02989845520865092,0.01559148655411153
1,79,22,0.5714,0.9484,0.5883,-0.0643260674828506,-0.011562941630144827,0.036437019792170504
1,79,23,0.6403,0.5459,0.2969,-0.0035305452089684974,0.015569483104357216,-0.010044909398632375
1,80,0,0.7143,0.6809,0.2445,4.5681548526519145e-06,-6.571738122473217e-06,-0.048033147831051046
1,80,1,0.7882,0.8643,0.2469,0.02706587889926321,-0.019255209628112297,-0.09536471583155916
1,80,2,0.8571,0.4031,0.8533,-0.013578916326854677,0.04940752010638973,-0.03288892684273807
1,80,3,0.9163,0.9655,0.0803,0.09441157436420224,-0.086278720767594,-0.19958077568928276
1,80,4,0.9617,0.3892,0.7008,-0.026962843923399402,0.04785953530201982,-0.021078855047768564
1,80,5,0.9903,0.8318,0.0395,0.09208917022802335,-0.12914368561007367,-0.15609352892988235
1,80,6,1.0,0.8654,0.213,0.10492570431084855,-0.0841087325015879,-0.10810020028913031
1,80,7,0.9903,0.1448,0.0359,-0.09754000477197663,-0.13013737561007366,0.16660498037652008
1,80,8,0.9617,0.1006,0.8865,-0.09836969892339942,0.09380635780201982,-0.150732345916671
1,80,9,0.9163,0.5241,0.3096,0.00523773936420223,-0.039954388267594,-0.005127411090705538
1,80,10,0.8571,0.9497,0.8792,0.06448922867314531,0.05310668760638973,0.1678911992751481
1,80,11,0.7882,0.2198,0.3552,-0.020578783600736797,-0.011249132128112295,0.04236000978708916
1,80,12,0.7143,0.2465,0.0185,-6.291845147371002e-06,-1.222173812248514e-05,0.12303565391691641
1,80,13,0.6403,0.6023,0.3015,-0.0077027352089684906,0.015229198104357217,-0.021436410110014466
1,80,14,0.5714,0.903,0.8944,-0.057839542482850594,-0.05529697913014481,0.15668007423830868
1,80,15,0.5123,0.8201,0.372,-0.06502104305449696,0.02734125979134908,-0.04357899594842911
1,80,16,0.4668,0.5149,0.7311,-0.00413931488630589,-0.0553676993257749,0.003742159353908273
1,80,17,0.4383,0.4737,0.5957,0.0067541585816819185,-0.02437700286617125,-0.0021617829021892882
1,80,18,0.4286,0.923,0.5537,-0.1213622230011433,-0.013235458474657015,0.019682399408532263
1,80,19,0.4383,0.1169,0.1123,0.10522203858168191,0.10902931213382873,0.1506296613508595
1,80,20,0.4668,0.001,0.5558,0.12303808761369411,-0.011985331825774898,-0.024078363627544976
1,80,21,0.5123,0.6728,0.5414,-0.035270125554496934,-0.006873305208650921,0.0059426123506054335
1,80,22,0.5714,0.3457,0.1032,0.021784695017149393,0.05774572086985517,0.061625265687749745
1,80,23,0.6403,0.8522,0.932,-0.026189087708968495,-0.0314120393956428,0.15033031100152006
1,81,0,0.7143,0.9418,0.2559,1.1090654852665679e-05,-6.286738122472615e-06,-0.11155846826423192
1,81,1,0.7882,0.2995,0.661,-0.014686961100736796,0.011357132871887712,-0.030522351189790933
1,81,2,0.8571,0.2786,0.3742,-0.031360628826854677,-0.01901993739361026,0.02924053941107291
1,81,3,0.9163,0.6725,0.7554,0.035218249364202224,0.050108356732406,0.04323820874669282
1,81,4,0.9617,0.1866,0.5789,-0.07709114892339941,0.017698427802019818,-0.02228702236484173
1,81,5,0.9903,0.6974,0.3911,0.05499141022802336,-0.032093295610073666,-0.023163934935979923
1,81,6,1.0,0.6726,0.7633,0.04983792431084856,0.0731257349984121,0.044640978727637934
1,81,7,0.9903,0.2232,0.0278,-0.07589964477197662,-0.13237317811007365,0.13186905745223146
1,81,8,0.9617,0.8731,0.7598,0.0927661135766006,0.062457610302019836,0.09464279730614406
1,81,9,0.9163,0.4324,0.694,-0.013287953135797772,0.037704021732405994,-0.012275396643297014
1,81,10,0.8571,0.271,0.9132,-0.032446098826854675,0.05796273760638974,-0.092194053576732
1,81,11,0.7882,0.6642,0.5293,0.012273486399263213,0.0016212103718877058,0.00364103331605259
1,81,12,0.7143,0.0597,0.5137,-1.0961845147380857e-05,1.5826187754098644e-07,-0.0027757475109291578
1,81,13,0.6403,0.8334,0.8959,-0.0247983577089685,-0.028741541895642795,0.13024559246239406
1,81,14,0.5714,0.6808,0.5353,-0.026092717482850594,-0.003990566630144821,0.005100836367373728
1,81,15,0.5123,0.4486,0.6376,0.010012669445503058,-0.026303300208650914,-0.006456020294211646
1,81,16,0.4668,0.7816,0.909,-0.07014089738630587,-0.09939350182577492,0.11383259699491437
1,81,17,0.4383,0.3848,0.8423,0.031288336081681925,-0.09243243786617125,-0.037972342672260455
1,81,18,0.4286,0.4012,0.1616,0.02770299199885672,0.098777709025343,0.033530586791662355
1,81,19,0.4383,0.1525,0.9332,0.0953973285816819,-0.11751856536617125,-0.14719844099416085
1,81,20,0.4668,0.5852,0.8075,-0.0215368073863059,-0.0742747893257749,0.026119212983227388
1,81,21,0.5123,0.1354,0.7711,0.07327123944550305,-0.05326696270865093,-0.09567450818293118
1,81,22,0.5714,0.6473,0.0396,-0.021306404982850597,0.06683257086985517,-0.06975668896672177
1,81,23,0.6403,0.9789,0.4742,-0.0355617202089685,0.0024537156043572123,-0.01594545946468926
1,82,0,0.7143,0.4448,0.6465,-1.3343451473605411e-06,3.478261877547991e-06,-0.00742592297205718
1,82,1,0.7882,0.0635,0.7466,-0.0321332611007368,0.017685112871887714,-0.10398722109832755
1,82,2,0.8571,0.0688,0.9344,-0.06132531382685467,0.060990627606389736,-0.18335570032724013
1,82,3,0.9163,0.8057,0.2662,0.062127979364202224,-0.048722273267594,-0.07416594612627463
1,82,4,0.9617,0.8433,0.8993,0.08539284857660061,0.09697339780201983,0.1352654732258595
1,82,5,0.9903,0.3564,0.9953,-0.03913311477197663,0.1346810093899263,-0.06917576046697589
1,82,6,1.0,0.3544,0.0437,-0.04107977068915144,-0.1324819750015879,0.06666353227184528
1,82,7,0.9903,0.6955,0.5504,0.05446696272802336,0.01187748688992633,0.008491039882363566
1,82,8,0.9617,0.1644,0.1714,-0.0825839839233994,-0.08312725969798018,0.11213782698983309
1,82,9,0.9163,0.6968,0.9253,0.04012745686420222,0.08443240423240601,0.08301193967021923
1,82,10,0.8571,0.9351,0.8439,0.062403983673145313,0.04806496510638973,0.1470389796867335
1,82,11,0.7882,0.2041,0.8312,-0.021739406100736797,0.023939167871887716,-0.09523006027769745
1,82,12,0.7143,0.8561,0.991,8.948154852661159e-06,1.2090761877566167e-05,0.17310401530665215
1,82,13,0.6403,0.1988,0.3489,0.022146177291031507,0.011722783104357216,0.047441624787089166
1,82,14,0.5714,0.761,0.6687,-0.0375512924828506,-0.023050091630144813,0.04240187476422331
1,82,15,0.5123,0.1099,0.6862,0.07842160194550306,-0.03611928520865093,-0.06943518917759582
1,82,16,0.4668,0.2906,0.2375,0.05136932761369411,0.0667859606742251,0.056017844378044454
1,82,17,0.4383,0.5991,0.9749,-0.027853106418318067,-0.12902672286617123,0.047186071480432634
1,82,18,0.4286,0.0805,0.4665,0.11931896449885672,0.01167540152534297,0.017070130009396056
1,82,19,0.4383,0.1739,0.8828,0.08949146358168192,-0.10360942536617125,-0.1217422690099129
1,82,20,0.4668,0.2781,0.098,0.05446276511369411,0.1013087231742251,0.09009150936153024
1,82,21,0.5123,0.4727,0.5537,0.005145071945503056,-0.009357597708650916,-0.0011802135297299362
1,82,22,0.5714,0.2147,0.9863,0.040501320017149386,-0.06842719163014481,-0.1357642445358275
1,82,23,0.6403,0.719,0.0246,-0.016335617708968495,0.035712875604357215,-0.10660815681352054
1,85,0,0.7143,0.5879,0.7415,2.2431548526470088e-06,5.853261877553005e-06,0.021007636455026155
1,85,1,0.7882,0.9127,0.6646,0.030643848899263214,0.011623262871887707,0.06517615044130665
1,85,2,0.8571,0.1307,0.808,-0.05248444632685467,0.042937547606389743,-0.11047382485340884
1,85,3,0.9163,0.727,0.2676,0.046228611864202226,-0.048439438267594,-0.05486554784502463
1,85,4,0.9617,0.0829,0.9425,-0.1027491214233994,0.10766215780201983,-0.1806982884560511
1,85,5,0.9903,0.7456,0.0971,0.06829581522802336,-0.11324464561007365,-0.10151142710315472
1,85,6,1.0,0.7654,0.6514,0.07635320431084856,0.0411531074984121,0.03848871569664201
1,85,7,0.9903,0.6511,0.5307,0.04221145272802336,0.0064397943899263165,0.0035678407639692495
1,85,8,0.9617,0.3126,0.9928,-0.04591559892339941,0.12010763530201983,-0.09008318076169135
