,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Malawi,PV,Q4,d1,0,0,0,0,0,0.006,0.085,0.222,0.36,0.495,0.583,0.621,0.606,0.546,0.439,0.295,0.14,0.038,0,0,0,0,0,0
Malawi,PV,Q4,d2,0,0,0,0,0,0,0.048,0.147,0.26,0.439,0.647,0.685,0.677,0.624,0.517,0.358,0.169,0.018,0,0,0,0,0,0
Malawi,PV,Q4,d3,0,0,0,0,0,0.001,0.102,0.287,0.45,0.572,0.644,0.664,0.652,0.597,0.492,0.343,0.159,0.019,0,0,0,0,0,0
Malawi,PV,Q4,d4,0,0,0,0,0,0.006,0.09,0.22,0.353,0.479,0.553,0.559,0.544,0.506,0.405,0.273,0.138,0.038,0,0,0,0,0,0
Malawi,OnshoreWind,Q1,d1,0.038,0.048,0.061,0.07,0.077,0.082,0.072,0.113,0.123,0.112,0.1,0.09,0.084,0.071,0.055,0.039,0.032,0.043,0.063,0.058,0.041,0.029,0.025,0.024
Malawi,OnshoreWind,Q1,d2,0.001,0.001,0.002,0.006,0.009,0.009,0.005,0.003,0.005,0.005,0.004,0.004,0.005,0.004,0.005,0.008,0.016,0.029,0.048,0.064,0.09,0.147,0.221,0.175
Malawi,OnshoreWind,Q1,d3,0.281,0.22,0.169,0.142,0.138,0.154,0.161,0.165,0.233,0.346,0.404,0.426,0.399,0.334,0.231,0.141,0.085,0.083,0.109,0.143,0.169,0.179,0.188,0.198
Malawi,OnshoreWind,Q1,d4,0.181,0.178,0.152,0.112,0.083,0.076,0.063,0.046,0.045,0.071,0.092,0.1,0.107,0.121,0.137,0.142,0.139,0.145,0.171,0.208,0.245,0.256,0.251,0.231
Malawi,OnshoreWind,Q2,d1,0.372,0.367,0.358,0.33,0.311,0.316,0.291,0.328,0.312,0.272,0.237,0.212,0.192,0.174,0.16,0.162,0.168,0.197,0.248,0.267,0.27,0.273,0.277,0.278
Malawi,OnshoreWind,Q2,d2,0.519,0.539,0.605,0.666,0.687,0.704,0.669,0.775,0.788,0.742,0.67,0.584,0.505,0.451,0.425,0.417,0.4,0.42,0.471,0.498,0.507,0.481,0.447,0.429
Malawi,OnshoreWind,Q2,d3,0.364,0.338,0.302,0.264,0.243,0.228,0.192,0.133,0.135,0.088,0.049,0.021,0.007,0.003,0.002,0.004,0.015,0.048,0.104,0.153,0.191,0.209,0.21,0.191
Malawi,OnshoreWind,Q2,d4,0.101,0.084,0.064,0.047,0.036,0.027,0.019,0.011,0.013,0.005,0.002,0.001,0,0,0,0,0.003,0.027,0.055,0.074,0.085,0.086,0.078,0.067
Malawi,OnshoreWind,Q3,d1,0.209,0.253,0.272,0.281,0.3,0.328,0.31,0.432,0.457,0.364,0.267,0.209,0.162,0.126,0.104,0.096,0.093,0.114,0.131,0.115,0.103,0.108,0.132,0.171
Malawi,OnshoreWind,Q3,d2,0.127,0.145,0.147,0.134,0.118,0.102,0.077,0.036,0.046,0.046,0.038,0.034,0.031,0.03,0.032,0.038,0.058,0.111,0.12,0.094,0.063,0.048,0.045,0.048
Malawi,OnshoreWind,Q3,d3,0.002,0.005,0.01,0.015,0.015,0.012,0.009,0.002,0.02,0.015,0.011,0.008,0.005,0.007,0.014,0.033,0.082,0.188,0.225,0.177,0.12,0.079,0.051,0.038
Malawi,OnshoreWind,Q3,d4,0.47,0.484,0.504,0.537,0.568,0.596,0.53,0.69,0.7,0.642,0.556,0.457,0.367,0.294,0.241,0.204,0.183,0.183,0.172,0.163,0.203,0.302,0.416,0.506
Malawi,OnshoreWind,Q4,d1,0.096,0.101,0.121,0.142,0.173,0.192,0.207,0.263,0.267,0.241,0.207,0.178,0.151,0.125,0.103,0.089,0.092,0.109,0.156,0.199,0.241,0.281,0.305,0.315
Malawi,OnshoreWind,Q4,d2,0.491,0.473,0.486,0.546,0.613,0.61,0.535,0.6,0.541,0.437,0.331,0.259,0.218,0.196,0.178,0.16,0.138,0.131,0.115,0.071,0.049,0.063,0.101,0.145
Malawi,OnshoreWind,Q4,d3,0.041,0.054,0.092,0.167,0.276,0.367,0.376,0.592,0.64,0.535,0.42,0.323,0.227,0.136,0.062,0.015,0.002,0.003,0.005,0.009,0.018,0.038,0.068,0.093
Malawi,OnshoreWind,Q4,d4,0.58,0.538,0.493,0.508,0.534,0.503,0.535,0.572,0.506,0.365,0.258,0.201,0.108,0.032,0.003,0.001,0.017,0.098,0.12,0.063,0.022,0.008,0.002,0.002
Mozambique,PV,Q1,d1,0,0,0,0,0,0.002,0.062,0.122,0.201,0.293,0.329,0.317,0.286,0.232,0.17,0.096,0.042,0.004,0,0,0,0,0,0
Mozambique,PV,Q1,d2,0,0,0,0,0,0.014,0.107,0.268,0.411,0.541,0.622,0.65,0.596,0.507,0.394,0.289,0.161,0.033,0,0,0,0,0,0
Mozambique,PV,Q1,d3,0,0,0,0,0,0.007,0.1,0.306,0.483,0.61,0.685,0.711,0.693,0.628,0.518,0.368,0.189,0.032,0,0,0,0,0,0
Mozambique,PV,Q1,d4,0,0,0,0,0,0,0.075,0.202,0.283,0.332,0.342,0.325,0.235,0.17,0.12,0.073,0.029,0.001,0,0,0,0,0,0
Mozambique,PV,Q2,d1,0,0,0,0,0,0,0.048,0.201,0.326,0.403,0.532,0.616,0.615,0.579,0.442,0.261,0.102,0,0,0,0,0,0,0
Mozambique,PV,Q2,d2,0,0,0,0,0,0,0.028,0.128,0.197,0.211,0.245,0.298,0.33,0.333,0.291,0.199,0.078,0,0,0,0,0,0,0
Mozambique,PV,Q2,d3,0,0,0,0,0,0,0.059,0.22,0.477,0.601,0.692,0.724,0.691,0.633,0.534,0.373,0.148,0,0,0,0,0,0,0
Mozambique,PV,Q2,d4,0,0,0,0,0,0,0.027,0.211,0.407,0.576,0.656,0.687,0.637,0.631,0.534,0.367,0.14,0,0,0,0,0,0,0
Mozambique,PV,Q3,d1,0,0,0,0,0,0,0.03,0.204,0.436,0.591,0.708,0.732,0.716,0.655,0.545,0.378,0.144,0,0,0,0,0,0,0
Mozambique,PV,Q3,d2,0,0,0,0,0,0,0.073,0.335,0.522,0.647,0.719,0.739,0.72,0.656,0.542,0.372,0.143,0,0,0,0,0,0,0
Mozambique,PV,Q3,d3,0,0,0,0,0,0,0.058,0.233,0.446,0.53,0.678,0.688,0.711,0.631,0.475,0.252,0.101,0.001,0,0,0,0,0,0
Mozambique,PV,Q3,d4,0,0,0,0,0,0,0.069,0.236,0.408,0.54,0.619,0.58,0.567,0.507,0.409,0.268,0.112,0.006,0,0,0,0,0,0
Mozambique,PV,Q4,d1,0,0,0,0,0,0.009,0.121,0.295,0.466,0.6,0.67,0.691,0.664,0.593,0.471,0.319,0.15,0.029,0,0,0,0,0,0
Mozambique,PV,Q4,d2,0,0,0,0,0,0.001,0.082,0.232,0.381,0.507,0.632,0.666,0.664,0.585,0.448,0.304,0.143,0.016,0,0,0,0,0,0
Mozambique,PV,Q4,d3,0,0,0,0,0,0.004,0.12,0.3,0.452,0.57,0.64,0.662,0.642,0.579,0.466,0.322,0.154,0.021,0,0,0,0,0,0
Mozambique,PV,Q4,d4,0,0,0,0,0,0.015,0.113,0.29,0.451,0.569,0.64,0.664,0.644,0.581,0.473,0.322,0.143,0.033,0,0,0,0,0,0
Mozambique,OnshoreWind,Q1,d1,0.346,0.32,0.325,0.328,0.31,0.316,0.271,0.368,0.376,0.298,0.201,0.121,0.072,0.046,0.049,0.083,0.132,0.198,0.27,0.309,0.324,0.289,0.252,0.221
Mozambique,OnshoreWind,Q1,d2,0.07,0.062,0.054,0.039,0.018,0.001,0,0,0,0,0.001,0.017,0.068,0.139,0.209,0.255,0.264,0.243,0.197,0.147,0.122,0.107,0.099,0.096
Mozambique,OnshoreWind,Q1,d3,0.128,0.145,0.155,0.154,0.135,0.105,0.054,0.019,0.012,0.01,0.012,0.018,0.024,0.039,0.063,0.089,0.126,0.177,0.23,0.241,0.226,0.2,0.196,0.197
Mozambique,OnshoreWind,Q1,d4,0.618,0.611,0.602,0.586,0.552,0.504,0.429,0.347,0.362,0.442,0.489,0.51,0.505,0.489,0.452,0.364,0.247,0.201,0.167,0.138,0.124,0.104,0.093,0.072
Mozambique,OnshoreWind,Q2,d1,0.038,0.015,0.004,0.003,0.008,0.02,0.03,0.006,0,0,0,0,0.002,0.009,0.022,0.041,0.071,0.108,0.137,0.141,0.146,0.127,0.115,0.085
Mozambique,OnshoreWind,Q2,d2,0.223,0.212,0.209,0.208,0.21,0.201,0.16,0.113,0.262,0.264,0.214,0.171,0.139,0.114,0.096,0.087,0.085,0.102,0.119,0.121,0.111,0.092,0.07,0.044
Mozambique,OnshoreWind,Q2,d3,0.06,0.025,0.004,0,0,0,0.005,0.001,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.012,0.036,0.073,0.082,0.085,0.083,0.07,0.051
Mozambique,OnshoreWind,Q2,d4,0.158,0.136,0.119,0.086,0.073,0.077,0.075,0.038,0.086,0.144,0.177,0.135,0.084,0.043,0.016,0.003,0.001,0.017,0.1,0.218,0.278,0.21,0.164,0.162
Mozambique,OnshoreWind,Q3,d1,0.221,0.168,0.131,0.111,0.101,0.101,0.09,0.027,0.049,0.217,0.364,0.441,0.535,0.639,0.724,0.772,0.806,0.849,0.899,0.906,0.899,0.899,0.888,0.866
Mozambique,OnshoreWind,Q3,d2,0.063,0.041,0.028,0.027,0.042,0.077,0.101,0.045,0.047,0.062,0.08,0.088,0.075,0.049,0.021,0.004,0.001,0.047,0.289,0.356,0.364,0.358,0.294,0.207
Mozambique,OnshoreWind,Q3,d3,0.211,0.155,0.148,0.142,0.135,0.132,0.093,0.053,0.033,0.017,0.01,0.005,0.006,0.012,0.028,0.064,0.148,0.307,0.395,0.38,0.359,0.301,0.245,0.181
Mozambique,OnshoreWind,Q3,d4,0.179,0.109,0.063,0.041,0.046,0.079,0.064,0.054,0.069,0.104,0.124,0.122,0.12,0.147,0.218,0.351,0.535,0.628,0.571,0.504,0.461,0.402,0.346,0.314
Mozambique,OnshoreWind,Q4,d1,0.111,0.049,0.014,0.003,0.001,0.001,0.004,0.006,0.002,0.001,0.001,0.001,0.006,0.035,0.106,0.211,0.329,0.449,0.46,0.382,0.313,0.257,0.211,0.16
Mozambique,OnshoreWind,Q4,d2,0.225,0.169,0.13,0.104,0.083,0.062,0.05,0.049,0.031,0.025,0.027,0.04,0.067,0.118,0.196,0.311,0.447,0.539,0.504,0.442,0.386,0.3,0.227,0.155
Mozambique,OnshoreWind,Q4,d3,0.266,0.214,0.18,0.151,0.135,0.129,0.203,0.324,0.323,0.301,0.257,0.181,0.102,0.048,0.032,0.051,0.101,0.215,0.311,0.31,0.249,0.183,0.153,0.148
Mozambique,OnshoreWind,Q4,d4,0.26,0.22,0.199,0.219,0.228,0.207,0.152,0.241,0.28,0.286,0.273,0.255,0.251,0.264,0.281,0.305,0.343,0.386,0.355,0.282,0.252,0.206,0.157,0.123
Namibia,PV,Q1,d1,0,0,0,0,0,0,0,0.083,0.296,0.468,0.594,0.671,0.657,0.636,0.555,0.437,0.283,0.112,0.01,0,0,0,0,0
Namibia,PV,Q1,d2,0,0,0,0,0,0,0.007,0.066,0.289,0.478,0.614,0.698,0.733,0.724,0.67,0.571,0.425,0.24,0.053,0.001,0,0,0,0
Namibia,PV,Q1,d3,0,0,0,0,0,0,0.004,0.083,0.296,0.484,0.621,0.704,0.67,0.621,0.555,0.412,0.285,0.156,0.044,0,0,0,0,0
Namibia,PV,Q1,d4,0,0,0,0,0,0,0,0.061,0.2,0.328,0.438,0.558,0.637,0.652,0.593,0.439,0.317,0.172,0.029,0,0,0,0,0
Namibia,PV,Q2,d1,0,0,0,0,0,0,0,0.009,0.271,0.498,0.648,0.744,0.78,0.768,0.705,0.596,0.424,0.175,0,0,0,0,0,0
Namibia,PV,Q2,d2,0,0,0,0,0,0,0,0.103,0.361,0.556,0.688,0.769,0.803,0.792,0.735,0.631,0.473,0.26,0.018,0,0,0,0,0
Namibia,PV,Q2,d3,0,0,0,0,0,0,0,0.064,0.331,0.531,0.666,0.748,0.783,0.772,0.717,0.614,0.458,0.245,0.007,0,0,0,0,0
Namibia,PV,Q2,d4,0,0,0,0,0,0,0,0.016,0.306,0.524,0.663,0.747,0.781,0.77,0.712,0.605,0.441,0.204,0,0,0,0,0,0
Namibia,PV,Q3,d1,0,0,0,0,0,0,0,0.025,0.301,0.521,0.663,0.745,0.776,0.76,0.711,0.598,0.427,0.19,0,0,0,0,0,0
Namibia,PV,Q3,d2,0,0,0,0,0,0,0,0.029,0.354,0.56,0.695,0.776,0.809,0.797,0.737,0.629,0.463,0.224,0,0,0,0,0,0
Namibia,PV,Q3,d3,0,0,0,0,0,0,0,0.069,0.337,0.539,0.678,0.758,0.794,0.782,0.723,0.612,0.446,0.223,0.009,0,0,0,0,0
Namibia,PV,Q3,d4,0,0,0,0,0,0,0,0.106,0.349,0.555,0.699,0.784,0.816,0.8,0.735,0.624,0.46,0.243,0.029,0,0,0,0,0
Namibia,PV,Q4,d1,0,0,0,0,0,0,0,0.123,0.363,0.557,0.695,0.776,0.809,0.795,0.738,0.629,0.468,0.258,0.035,0,0,0,0,0
Namibia,PV,Q4,d2,0,0,0,0,0,0,0,0.113,0.332,0.519,0.653,0.734,0.766,0.753,0.683,0.575,0.414,0.219,0.031,0,0,0,0,0
Namibia,PV,Q4,d3,0,0,0,0,0,0,0.001,0.117,0.324,0.507,0.64,0.723,0.756,0.745,0.687,0.581,0.423,0.221,0.027,0,0,0,0,0
Namibia,PV,Q4,d4,0,0,0,0,0,0,0.015,0.111,0.302,0.482,0.613,0.688,0.709,0.663,0.582,0.479,0.316,0.183,0.061,0.001,0,0,0,0
Namibia,OnshoreWind,Q1,d1,0.651,0.65,0.657,0.669,0.696,0.722,0.742,0.724,0.536,0.352,0.255,0.234,0.26,0.291,0.304,0.302,0.287,0.266,0.259,0.18,0.042,0.002,0,0.001
Namibia,OnshoreWind,Q1,d2,0.539,0.527,0.532,0.539,0.556,0.578,0.583,0.476,0.43,0.386,0.383,0.394,0.454,0.559,0.711,0.831,0.875,0.874,0.856,0.824,0.781,0.761,0.739,0.705
Namibia,OnshoreWind,Q1,d3,0.121,0.122,0.116,0.103,0.103,0.081,0.043,0.008,0,0,0,0.004,0.027,0.071,0.119,0.179,0.198,0.214,0.199,0.179,0.121,0.055,0.017,0.004
Namibia,OnshoreWind,Q1,d4,0.344,0.343,0.335,0.336,0.343,0.35,0.356,0.311,0.289,0.286,0.256,0.253,0.266,0.292,0.343,0.41,0.505,0.59,0.684,0.707,0.649,0.574,0.544,0.553
Namibia,OnshoreWind,Q2,d1,0.302,0.28,0.227,0.181,0.146,0.115,0.09,0.06,0.036,0.014,0.013,0.032,0.082,0.144,0.209,0.249,0.258,0.239,0.192,0.163,0.192,0.234,0.307,0.374
Namibia,OnshoreWind,Q2,d2,0.02,0.051,0.113,0.199,0.288,0.341,0.358,0.353,0.292,0.122,0.1,0.147,0.212,0.268,0.306,0.312,0.278,0.203,0.124,0.03,0.002,0.021,0.076,0.13
Namibia,OnshoreWind,Q2,d3,0.7,0.702,0.692,0.684,0.677,0.682,0.7,0.72,0.627,0.586,0.621,0.544,0.479,0.482,0.523,0.591,0.705,0.831,0.845,0.826,0.804,0.796,0.793,0.766
Namibia,OnshoreWind,Q2,d4,0.017,0.041,0.082,0.155,0.187,0.157,0.105,0.077,0.111,0.062,0.051,0.068,0.094,0.134,0.199,0.281,0.365,0.484,0.59,0.571,0.541,0.551,0.556,0.541
Namibia,OnshoreWind,Q3,d1,0.714,0.717,0.722,0.737,0.75,0.758,0.757,0.728,0.557,0.284,0.295,0.469,0.566,0.636,0.71,0.78,0.83,0.866,0.912,0.917,0.894,0.875,0.873,0.866
Namibia,OnshoreWind,Q3,d2,0.835,0.839,0.858,0.881,0.87,0.849,0.849,0.862,0.869,0.951,0.972,0.964,0.942,0.903,0.879,0.888,0.914,0.952,0.974,0.973,0.968,0.948,0.927,0.917
Namibia,OnshoreWind,Q3,d3,0.008,0.011,0.014,0.028,0.066,0.111,0.107,0.054,0.003,0.001,0.026,0.035,0.02,0.015,0.029,0.077,0.155,0.246,0.367,0.341,0.251,0.207,0.186,0.154
Namibia,OnshoreWind,Q3,d4,0.481,0.483,0.481,0.461,0.456,0.442,0.421,0.421,0.607,0.72,0.713,0.665,0.537,0.626,0.777,0.832,0.84,0.852,0.877,0.884,0.885,0.883,0.857,0.82
Namibia,OnshoreWind,Q4,d1,0.251,0.187,0.16,0.154,0.16,0.156,0.146,0.13,0.043,0.005,0.003,0.009,0.014,0.027,0.038,0.058,0.086,0.101,0.157,0.223,0.17,0.146,0.165,0.189
Namibia,OnshoreWind,Q4,d2,0.007,0.004,0.002,0.002,0.003,0.002,0.002,0.001,0.003,0.011,0.025,0.046,0.058,0.079,0.123,0.191,0.239,0.236,0.232,0.233,0.18,0.103,0.054,0.035
Namibia,OnshoreWind,Q4,d3,0.584,0.594,0.595,0.603,0.578,0.532,0.501,0.376,0.165,0.099,0.094,0.095,0.059,0.035,0.036,0.045,0.09,0.137,0.177,0.208,0.113,0.031,0.004,0
Namibia,OnshoreWind,Q4,d4,0.176,0.168,0.16,0.157,0.167,0.182,0.191,0.148,0.142,0.111,0.085,0.103,0.141,0.235,0.36,0.486,0.568,0.602,0.632,0.644,0.583,0.493,0.42,0.362
South_Africa,PV,Q1,d1,0,0,0,0,0,0,0.013,0.241,0.473,0.641,0.752,0.811,0.819,0.781,0.696,0.559,0.369,0.137,0,0,0,0,0,0
South_Africa,PV,Q1,d2,0,0,0,0,0,0.001,0.044,0.2,0.39,0.554,0.654,0.692,0.701,0.674,0.604,0.493,0.341,0.162,0.028,0,0,0,0,0
South_Africa,PV,Q1,d3,0,0,0,0,0,0,0.014,0.069,0.153,0.237,0.332,0.411,0.434,0.414,0.366,0.311,0.232,0.114,0.016,0,0,0,0,0
South_Africa,PV,Q1,d4,0,0,0,0,0,0,0.018,0.225,0.442,0.605,0.716,0.773,0.772,0.717,0.612,0.466,0.308,0.129,0.002,0,0,0,0,0
South_Africa,PV,Q2,d1,0,0,0,0,0,0,0,0.012,0.114,0.417,0.592,0.661,0.738,0.699,0.622,0.476,0.256,0.007,0,0,0,0,0,0
South_Africa,PV,Q2,d2,0,0,0,0,0,0,0,0.202,0.446,0.616,0.729,0.791,0.803,0.768,0.683,0.546,0.351,0.108,0,0,0,0,0,0
South_Africa,PV,Q2,d3,0,0,0,0,0,0,0,0.166,0.413,0.582,0.702,0.765,0.779,0.747,0.667,0.534,0.343,0.081,0,0,0,0,0,0
South_Africa,PV,Q2,d4,0,0,0,0,0,0,0,0.073,0.275,0.494,0.578,0.742,0.786,0.752,0.662,0.516,0.299,0.013,0,0,0,0,0,0
South_Africa,PV,Q3,d1,0,0,0,0,0,0,0,0.082,0.372,0.565,0.681,0.74,0.752,0.715,0.616,0.466,0.25,0.009,0,0,0,0,0,0
South_Africa,PV,Q3,d2,0,0,0,0,0,0,0,0.07,0.27,0.603,0.731,0.795,0.806,0.767,0.676,0.527,0.308,0.028,0,0,0,0,0,0
South_Africa,PV,Q3,d3,0,0,0,0,0,0,0,0.196,0.445,0.625,0.736,0.8,0.81,0.774,0.687,0.55,0.353,0.108,0,0,0,0,0,0
South_Africa,PV,Q3,d4,0,0,0,0,0,0,0.001,0.041,0.1,0.138,0.182,0.206,0.207,0.189,0.263,0.403,0.25,0.059,0,0,0,0,0,0
South_Africa,PV,Q4,d1,0,0,0,0,0,0,0.028,0.239,0.457,0.621,0.727,0.782,0.789,0.75,0.663,0.528,0.342,0.126,0.001,0,0,0,0,0
South_Africa,PV,Q4,d2,0,0,0,0,0,0,0.025,0.174,0.378,0.56,0.668,0.719,0.675,0.653,0.457,0.244,0.113,0.036,0,0,0,0,0,0
South_Africa,PV,Q4,d3,0,0,0,0,0,0,0.047,0.249,0.438,0.587,0.73,0.79,0.8,0.762,0.677,0.542,0.356,0.134,0.009,0,0,0,0,0
South_Africa,PV,Q4,d4,0,0,0,0,0,0.003,0.062,0.229,0.408,0.545,0.64,0.679,0.56,0.436,0.406,0.366,0.28,0.139,0.036,0,0,0,0,0
South_Africa,OnshoreWind,Q1,d1,0.666,0.648,0.607,0.552,0.464,0.4,0.354,0.332,0.386,0.286,0.121,0.049,0.02,0.011,0.008,0.008,0.007,0.001,0,0.007,0.085,0.22,0.368,0.519
South_Africa,OnshoreWind,Q1,d2,0.449,0.425,0.343,0.261,0.183,0.104,0.021,0.017,0.006,0.006,0.006,0.008,0.008,0.004,0.001,0,0,0,0,0,0.001,0.004,0.008,0.005
South_Africa,OnshoreWind,Q1,d3,0.253,0.206,0.17,0.163,0.155,0.162,0.196,0.3,0.381,0.422,0.406,0.32,0.193,0.098,0.033,0.005,0,0,0.003,0.051,0.12,0.176,0.207,0.225
South_Africa,OnshoreWind,Q1,d4,0.687,0.661,0.633,0.606,0.574,0.541,0.455,0.194,0.297,0.177,0.059,0.016,0.003,0,0,0,0,0,0.004,0.037,0.11,0.185,0.245,0.297
South_Africa,OnshoreWind,Q2,d1,0.604,0.672,0.639,0.629,0.593,0.518,0.416,0.302,0.285,0.307,0.27,0.224,0.218,0.242,0.271,0.28,0.265,0.278,0.315,0.377,0.4,0.403,0.459,0.422
South_Africa,OnshoreWind,Q2,d2,0.673,0.663,0.638,0.61,0.586,0.574,0.569,0.368,0.122,0.362,0.379,0.295,0.22,0.157,0.099,0.045,0.011,0.001,0.009,0.076,0.201,0.344,0.47,0.55
South_Africa,OnshoreWind,Q2,d3,0.251,0.205,0.155,0.098,0.048,0.015,0.002,0,0,0.024,0.109,0.196,0.279,0.315,0.319,0.316,0.341,0.564,0.786,0.778,0.678,0.573,0.517,0.459
South_Africa,OnshoreWind,Q2,d4,0.207,0.183,0.131,0.063,0.013,0,0,0,0,0.015,0.122,0.178,0.23,0.27,0.28,0.285,0.268,0.301,0.346,0.342,0.297,0.233,0.16,0.107
South_Africa,OnshoreWind,Q3,d1,0.325,0.313,0.265,0.202,0.15,0.113,0.101,0.112,0.093,0.049,0.031,0.021,0.025,0.041,0.059,0.063,0.05,0.03,0.022,0.023,0.038,0.043,0.039,0.034
South_Africa,OnshoreWind,Q3,d2,0.653,0.592,0.54,0.513,0.483,0.47,0.471,0.437,0.39,0.361,0.279,0.215,0.177,0.156,0.16,0.183,0.211,0.347,0.514,0.635,0.694,0.702,0.701,0.695
South_Africa,OnshoreWind,Q3,d3,0.09,0.068,0.096,0.154,0.225,0.291,0.353,0.343,0.122,0.101,0.333,0.476,0.549,0.593,0.622,0.638,0.604,0.601,0.655,0.663,0.659,0.622,0.538,0.385
South_Africa,OnshoreWind,Q3,d4,0.137,0.17,0.177,0.38,0.759,0.893,0.874,0.685,0.451,0.398,0.692,0.884,0.903,0.838,0.668,0.655,0.558,0.54,0.809,0.83,0.732,0.483,0.215,0.063
South_Africa,OnshoreWind,Q4,d1,0.747,0.71,0.655,0.611,0.604,0.666,0.713,0.702,0.765,0.697,0.56,0.427,0.357,0.337,0.336,0.329,0.312,0.3,0.435,0.644,0.783,0.84,0.846,0.839
South_Africa,OnshoreWind,Q4,d2,0.529,0.395,0.272,0.171,0.101,0.06,0.036,0.017,0.068,0.167,0.275,0.37,0.424,0.491,0.668,0.853,0.911,0.869,0.8,0.765,0.785,0.704,0.416,0.256
South_Africa,OnshoreWind,Q4,d3,0.457,0.403,0.427,0.476,0.503,0.407,0.194,0.133,0.046,0.01,0.003,0.001,0,0,0,0,0.001,0.012,0.028,0.107,0.185,0.283,0.333,0.333
South_Africa,OnshoreWind,Q4,d4,0.669,0.692,0.699,0.713,0.73,0.755,0.752,0.972,0.964,0.924,0.88,0.866,0.86,0.842,0.823,0.779,0.737,0.7,0.746,0.874,0.905,0.865,0.791,0.72
Eswatini,PV,Q1,d1,0,0,0,0,0,0,0.08,0.319,0.531,0.68,0.769,0.805,0.792,0.728,0.621,0.444,0.24,0.035,0,0,0,0,0,0
Eswatini,PV,Q1,d2,0,0,0,0,0,0.012,0.086,0.28,0.455,0.574,0.64,0.65,0.628,0.562,0.453,0.324,0.192,0.074,0.004,0,0,0,0,0
Eswatini,PV,Q1,d3,0,0,0,0,0,0.001,0.052,0.133,0.22,0.263,0.278,0.347,0.402,0.424,0.357,0.254,0.168,0.062,0,0,0,0,0,0
Eswatini,PV,Q1,d4,0,0,0,0,0,0,0.071,0.27,0.511,0.662,0.75,0.789,0.779,0.725,0.616,0.46,0.258,0.046,0,0,0,0,0,0
Eswatini,PV,Q2,d1,0,0,0,0,0,0,0,0.183,0.417,0.573,0.658,0.699,0.687,0.624,0.505,0.324,0.095,0,0,0,0,0,0,0
Eswatini,PV,Q2,d2,0,0,0,0,0,0,0.049,0.305,0.519,0.662,0.749,0.783,0.773,0.715,0.609,0.447,0.228,0.013,0,0,0,0,0,0
Eswatini,PV,Q2,d3,0,0,0,0,0,0,0.018,0.238,0.45,0.591,0.677,0.712,0.706,0.633,0.46,0.145,0.049,0,0,0,0,0,0,0
Eswatini,PV,Q2,d4,0,0,0,0,0,0,0,0.188,0.41,0.557,0.646,0.709,0.705,0.649,0.544,0.374,0.141,0,0,0,0,0,0,0
Eswatini,PV,Q3,d1,0,0,0,0,0,0,0,0.22,0.446,0.608,0.7,0.737,0.729,0.671,0.562,0.391,0.148,0,0,0,0,0,0,0
Eswatini,PV,Q3,d2,0,0,0,0,0,0,0.003,0.249,0.477,0.624,0.707,0.742,0.73,0.669,0.553,0.369,0.118,0,0,0,0,0,0,0
Eswatini,PV,Q3,d3,0,0,0,0,0,0,0.021,0.236,0.45,0.605,0.691,0.723,0.705,0.643,0.532,0.377,0.175,0.006,0,0,0,0,0,0
Eswatini,PV,Q3,d4,0,0,0,0,0,0,0.058,0.256,0.453,0.596,0.684,0.715,0.709,0.655,0.549,0.388,0.197,0.025,0,0,0,0,0,0
Eswatini,PV,Q4,d1,0,0,0,0,0,0,0.04,0.211,0.403,0.526,0.686,0.77,0.766,0.729,0.612,0.425,0.23,0.046,0,0,0,0,0,0
Eswatini,PV,Q4,d2,0,0,0,0,0,0,0.056,0.181,0.364,0.499,0.527,0.505,0.511,0.504,0.417,0.308,0.158,0.032,0,0,0,0,0,0
Eswatini,PV,Q4,d3,0,0,0,0,0,0,0.07,0.188,0.33,0.411,0.521,0.507,0.51,0.498,0.434,0.307,0.171,0.05,0,0,0,0,0,0
Eswatini,PV,Q4,d4,0,0,0,0,0,0.013,0.101,0.239,0.399,0.548,0.63,0.626,0.482,0.265,0.206,0.218,0.189,0.081,0.007,0,0,0,0,0
Eswatini,OnshoreWind,Q1,d1,0.027,0.028,0.025,0.019,0.012,0.013,0.019,0.002,0,0.001,0.007,0.019,0.032,0.047,0.066,0.122,0.262,0.388,0.428,0.379,0.364,0.379,0.4,0.422
Eswatini,OnshoreWind,Q1,d2,0.086,0.05,0.03,0.017,0.015,0.018,0.013,0.022,0.014,0.014,0.03,0.056,0.077,0.094,0.104,0.109,0.118,0.139,0.181,0.201,0.135,0.055,0.009,0
Eswatini,OnshoreWind,Q1,d3,0.429,0.401,0.488,0.56,0.613,0.733,0.694,0.713,0.693,0.618,0.519,0.38,0.27,0.243,0.259,0.236,0.158,0.111,0.108,0.137,0.154,0.203,0.3,0.334
Eswatini,OnshoreWind,Q1,d4,0.011,0.009,0.009,0.011,0.017,0.025,0.026,0.02,0.017,0.019,0.028,0.038,0.051,0.072,0.094,0.114,0.128,0.13,0.149,0.12,0.09,0.055,0.033,0.018
Eswatini,OnshoreWind,Q2,d1,0.4,0.401,0.422,0.46,0.501,0.544,0.574,0.494,0.225,0.073,0.022,0.001,0,0,0.001,0.033,0.189,0.311,0.272,0.182,0.101,0.046,0.016,0.003
