zone,season,day,year,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t3,t4,t5,t6,t7,t8,t9
Burundi,Q4,d3,2040,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262
Burundi,Q4,d3,2042,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835
Burundi,Q4,d3,2044,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408
Burundi,Q4,d3,2046,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981
Burundi,Q4,d3,2048,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554
Burundi,Q4,d3,2050,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127
Burundi,Q4,d4,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q4,d4,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d4,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d4,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d4,2028,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447
Burundi,Q4,d4,2030,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801
Burundi,Q4,d4,2032,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q4,d4,2034,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543
Burundi,Q4,d4,2036,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116
Burundi,Q4,d4,2038,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689
Burundi,Q4,d4,2040,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262
Burundi,Q4,d4,2042,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835
Burundi,Q4,d4,2044,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408
Burundi,Q4,d4,2046,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981
Burundi,Q4,d4,2048,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554
Burundi,Q4,d4,2050,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127
Burundi,Q4,d5,2022,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749,318.749
Burundi,Q4,d5,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d5,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d5,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Burundi,Q4,d5,2028,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447,235.447
Burundi,Q4,d5,2030,234.801,234.801,-999,-999,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801,234.801
Burundi,Q4,d5,2032,145.97,145.97,-999,-999,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97,145.97
Burundi,Q4,d5,2034,143.543,143.543,-507.958,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543,143.543
Burundi,Q4,d5,2036,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116,141.116
Burundi,Q4,d5,2038,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689,138.689
Burundi,Q4,d5,2040,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262,136.262
Burundi,Q4,d5,2042,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835,133.835
Burundi,Q4,d5,2044,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408,131.408
Burundi,Q4,d5,2046,128.981,128.981,-1000,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981,128.981
Burundi,Q4,d5,2048,126.554,126.554,-1000,-1000,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554,126.554
Burundi,Q4,d5,2050,124.127,124.127,-1000,-1000,-650.947,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127,124.127
Drc_E,Q1,d1,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d1,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d1,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d1,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d1,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2046,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2048,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d1,2050,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d2,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d2,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d2,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d2,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2046,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2048,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d2,2050,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d3,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d3,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d3,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d3,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2046,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2048,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d3,2050,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d4,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d4,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d4,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d4,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2046,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2048,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d4,2050,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d5,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d5,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d5,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q1,d5,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2046,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2048,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q1,d5,2050,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2022,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q2,d1,2023,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q2,d1,2024,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q2,d1,2026,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Drc_E,Q2,d1,2028,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2030,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2032,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2034,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2036,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2038,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2040,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2042,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
Drc_E,Q2,d1,2044,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
